"CloneClassID","SiblingCount","Avg_CloneLineCount","Diff_CloneLineCount","Avg_TokenCount","Diff_TokenCount","CloneType","Avg_DirectoryDistance","Max_DirectoryDistance","Avg_EditDistance","Max_EditDistance","Avg_LineCount","Diff_LineCount","Avg_LineCodeCount","Diff_LineCodeCount","Avg_LineCodeDeclCount","Diff_LineCodeDeclCount","Avg_LineCodeExeCount","Diff_LineCodeExeCount","Avg_StmtCount","Diff_StmtCount","Avg_StmtDeclCount","Diff_StmtDeclCount","Avg_StmtExeCount","Diff_StmtExeCount","Avg_RatioLineCount","Diff_RatioLineCount","Avg_RatioLineCodeCount","Diff_RatioLineCodeCount","Avg_RatioLineCodeDeclCount","Diff_RatioLineCodeDeclCount","Avg_RatioLineCodeExeCount","Diff_RatioLineCodeExeCount","Avg_RatioStmtCount","Diff_RatioStmtCount","Avg_RatioStmtDeclCount","Diff_RatioStmtDeclCount","Avg_RatioStmtExeCount","Diff_RatioStmtExeCount","Avg_FanOut","Diff_FanOut","Avg_FanIn","Diff_FanIn","Avg_Cyclomatic","Diff_Cyclomatic","Avg_CyclomaticModified","Diff_CyclomaticModified","Avg_CyclomaticStrict","Diff_CyclomaticStrict","Avg_Essential","Diff_Essential","Avg_MaxNesting","Diff_MaxNesting","Avg_CountLineComment","Diff_CountLineComment","Avg_RatioCommentToCode","Diff_RatioCommentToCode","Avg_Churn","Diff_Churn","Avg_LineAdded","Diff_LineAdded","Avg_LineDeleted","Diff_LineDeleted","Avg_CommitCount","Diff_CommitCount","Avg_DeveloperCount","Diff_DeveloperCount","Avg_MajorDeveloperCount","Diff_MajorDeveloperCount","Avg_FixCommitCount","Diff_FixCommitCount","Avg_NewFeatureCommitCount","Diff_NewFeatureCommitCount","Avg_ImproveCommitCount","Diff_ImproveCommitCount"
17,25,26.2307692307692,1,171,0,"Type_1",0,0,0.21,16,29.0769230769231,1,19.8461538461538,1,8,0,16.8461538461538,1,18.8461538461538,1,8,0,10.8461538461538,1,1.10870041639272,0.0413105413105412,1.10870041639272,0.0413105413105412,0.305062458908613,0.0113960113960114,0.642559719482796,0.0612535612535613,0.71882533420995,0.0641025641025641,0.305062458908613,0.0113960113960114,0.413762875301337,0.0527065527065527,20,0,1.07692307692308,1,3,0,3,0,3,0,1,0,1,0,1,0,0.05,0,19.8461538461538,1,9.92307692307692,20,9.92307692307692,20,1,0,1,0,1,0,0,0,0,0,1,0
18,27,24.2857142857143,1,170,0,"Type_1",0,0,0.23,21,29.6428571428571,8,20.1428571428571,5,8,0,17.1428571428571,5,19.2142857142857,6,8,0,11.2142857142857,6,1.2202380952381,0.32,1.2202380952381,0.32,0.329523809523809,0.0133333333333333,0.705952380952381,0.2,0.791190476190476,0.24,0.329523809523809,0.0133333333333333,0.461666666666667,0.24,20,0,1.14285714285714,1,3.07142857142857,1,3.07142857142857,1,3.07142857142857,1,1,0,1,0,1,0,0.0492857142857143,0.01,20.1428571428571,5,10.0714285714286,24,10.0714285714286,24,1,0,1,0,1,0,0,0,0,0,1,0
19,9,27,0,171,0,"Type_1",0,0,1,10,30.6,1,20.6,1,8,0,17.6,1,19.6,1,8,0,11.6,1,1.13333333333333,0.037037037037037,1.13333333333333,0.037037037037037,0.296296296296296,0,0.651851851851852,0.037037037037037,0.725925925925926,0.037037037037037,0.296296296296296,0,0.42962962962963,0.037037037037037,20,0,1,0,3,0,3,0,3,0,1,0,1,0,1,0,0.05,0,20.6,1,10.3,21,10.3,21,1,0,1,0,1,0,0,0,0,0,1,0
20,13,25,0,170,0,"Type_1",0,0,1.52,32,32.1428571428571,6,22.1428571428571,6,8,0,19.1428571428571,6,21.4285714285714,7,8,0,13.4285714285714,7,1.28571428571429,0.24,1.28571428571429,0.24,0.32,0,0.765714285714286,0.24,0.857142857142857,0.28,0.32,0,0.537142857142857,0.28,20,0,1,0,3.28571428571429,1,3.28571428571429,1,3.28571428571429,1,1,0,1,0,1,0,0.0471428571428571,0.01,22.1428571428571,6,11.0714285714286,26,11.0714285714286,26,1,0,1,0,1,0,0,0,0,0,1,0
21,49,24.76,2,166,0,"Type_1",0,0,0.18,54,30.84,8,20.84,7,8,0,17.84,7,19.96,8,8,0,11.96,8,1.24487179487179,0.32,1.24487179487179,0.32,0.323364102564103,0.0256410256410256,0.720502564102564,0.28,0.80614358974359,0.32,0.323364102564103,0.0256410256410256,0.482779487179487,0.32,20,0,1.08,1,3.12,1,3.12,1,3.12,1,1,0,1,0,1.12,1,0.0548,0.06,20.84,7,10.42,26,10.42,26,1,0,1,0,1,0,0,0,0,0,1,0
22,53,24.8148148148148,2,159,0,"Type_1",0,0,0.23,81,30.8518518518519,8,20.7777777777778,7,8,0,17.7777777777778,7,19.8888888888889,8,8,0,11.8888888888889,8,1.24263057929725,0.32,1.24263057929725,0.32,0.322659069325736,0.0256410256410256,0.7164767331434,0.28,0.801585944919278,0.32,0.322659069325736,0.0256410256410256,0.478926875593542,0.32,19.8518518518519,2,1.07407407407407,1,3.11111111111111,1,3.11111111111111,1,3.11111111111111,1,1,0,1,0,1.14814814814815,1,0.0562962962962963,0.06,20.7777777777778,7,10.3888888888889,26,10.3888888888889,26,1,0,1,0,1,0,0,0,0,0,1,0
23,57,21.3103448275862,1,134,0,"Type_1",0,0,0.06,23,30.8620689655172,8,20.7931034482759,7,8.06896551724138,1,17.7931034482759,7,19.8965517241379,8,8.06896551724138,1,11.8275862068966,8,1.4473802060009,0.380952380952381,1.4473802060009,0.380952380952381,0.378713240782206,0.0454545454545455,0.834452903418421,0.283549783549784,0.93312434691745,0.324675324675325,0.378713240782206,0.0454545454545455,0.554411106135244,0.341991341991342,19.8620689655172,2,1.06896551724138,1,3.10344827586207,1,3.10344827586207,1,3.10344827586207,1,1,0,1,0,1.13793103448276,1,0.0558620689655172,0.06,20.8448275862069,7,10.3965517241379,26,10.448275862069,26,1,0,1,0,1,0,0,0,0,0,1,0
24,3,33,0,254,0,"Type_1",0,0,11,11,38,0,27,0,8,0,24,0,27,0,8,0,19,0,1.15151515151515,0,1.15151515151515,0,0.242424242424242,0,0.727272727272727,0,0.818181818181818,0,0.242424242424242,0,0.575757575757576,0,20,0,2,0,4,0,4,0,4,0,1,0,1,0,1,0,0.04,0,27,0,13.5,27,13.5,27,1,0,1,0,1,0,0,0,0,0,1,0
25,31,32.9375,1,254,0,"Type_1",0,0,0.12,14,38.9375,3,28,2,8,0,25,2,28,2,8,0,20,2,1.18211410984848,0.0606060606060606,1.18211410984848,0.0606060606060606,0.242897727272727,0.00757575757575757,0.758996212121212,0.0606060606060606,0.850082859848485,0.0606060606060606,0.242897727272727,0.00757575757575757,0.607185132575758,0.0606060606060606,20,0,1,0,4,0,4,0,4,0,1,0,1,0,1,0,0.03875,0.01,28,2,14,29,14,29,1,0,1,0,1,0,0,0,0,0,1,0
26,35,30.9444444444444,1,249,0,"Type_1",0,0,0.24,36,38.8333333333333,3,27.8888888888889,2,8,0,24.8888888888889,2,27.8888888888889,2,8,0,19.8888888888889,2,1.25489844683393,0.064516129032258,1.25489844683393,0.064516129032258,0.258542413381123,0.00860215053763441,0.804301075268817,0.0645161290322581,0.901254480286738,0.064516129032258,0.258542413381123,0.00860215053763441,0.642712066905615,0.064516129032258,20,0,1.11111111111111,1,4,0,4,0,4,0,1,0,1,0,1,0,0.0388888888888889,0.01,27.8888888888889,2,13.9444444444444,29,13.9444444444444,29,1,0,1,0,1,0,0,0,0,0,1,0
27,37,21.9473684210526,1,134,0,"Type_1",0,0,0.11,19,38.8421052631579,3,27.8947368421053,2,8.05263157894737,1,24.8947368421053,2,27.8947368421053,2,8.05263157894737,1,19.8421052631579,2,1.7697653223969,0.0909090909090908,1.7697653223969,0.0909090909090908,0.366940077466393,0.0454545454545455,1.13431305536569,0.0909090909090911,1.27101845522898,0.0909090909090908,0.366940077466393,0.0454545454545455,0.904078377762588,0.0909090909090909,20,0,1.10526315789474,1,4,0,4,0,4,0,1,0,1,0,1,0,0.0389473684210526,0.01,27.9473684210526,3,13.9473684210526,29,14,30,1,0,1,0,1,0,0,0,0,0,1,0
28,39,19.95,1,112,0,"Type_1",0,0,0.31,59,38.75,3,27.7,5,8.15,2,24.7,5,27.65,6,8.15,2,19.5,8,1.94236842105263,0.15,1.94236842105263,0.15,0.408552631578947,0.1,1.23815789473684,0.25,1.38605263157895,0.3,0.408552631578947,0.1,0.9775,0.4,20.05,1,1.1,1,3.95,1,3.95,1,3.95,1,1,0,1,0,1,0,0.039,0.01,27.75,6,13.85,29,13.9,30,1,0,1,0,1,0,0,0,0,0,1,0
29,3,27,0,166,0,"Type_1",0,0,6,6,29,0,19,0,8,0,16,0,18,0,8,0,10,0,1.07407407407407,0,1.07407407407407,0,0.296296296296296,0,0.592592592592593,0,0.666666666666667,0,0.296296296296296,0,0.37037037037037,0,19,0,1,0,3,0,3,0,3,0,1,0,1,0,1,0,0.05,0,19,0,9.5,19,9.5,19,1,0,1,0,1,0,0,0,0,0,1,0
30,3,37.5,1,262,0,"Type_1",0,0,12,12,39.5,1,25,0,10,0,22,0,25,0,10,0,15,0,1.05334281650071,0.00142247510668558,1.05334281650071,0.00142247510668558,0.266714082503556,0.00711237553342819,0.586770981507824,0.015647226173542,0.66678520625889,0.0177809388335703,0.266714082503556,0.00711237553342819,0.400071123755334,0.0106685633001423,19,0,1,0,4,0,4,0,4,0,1,0,1,0,1,0,0.04,0,25,0,12.5,25,12.5,25,1,0,1,0,1,0,0,0,0,0,1,0
31,11,32.5,2,212,0,"Type_1",0,0,2.33,14,45,4,38.5,2,10,0,31.5,2,31.5,2,10,0,21.5,2,1.38465298142718,0.0606060606060608,1.38465298142718,0.0606060606060608,0.30791788856305,0.0195503421309873,0.96969696969697,0.0606060606060606,0.96969696969697,0.0606060606060606,0.30791788856305,0.0195503421309873,0.66177908113392,0.0606060606060607,18.75,3,8,0,7.25,1,7.25,1,9.25,1,6,0,3,0,0,0,0,0,39,46,21.6666666666667,40,17.3333333333333,38,1.16666666666667,2,1.16666666666667,2,1.16666666666667,2,0.0833333333333333,1,0,0,1.08333333333333,1
32,14,29,0,204,0,"Type_1",0,0,1.2,12,44.4,5,38,4,10,0,31,4,31,4,10,0,21,4,1.53103448275862,0.172413793103448,1.53103448275862,0.172413793103448,0.344827586206897,0,1.06896551724138,0.137931034482759,1.06896551724138,0.137931034482759,0.344827586206897,0,0.724137931034483,0.137931034482759,18.4,4,7.8,1,7.2,1,7.2,1,9.2,1,6,0,3,0,0,0,0,0,38.7333333333333,46,21.4666666666667,40,17.2666666666667,38,1.13333333333333,2,1.13333333333333,2,1.13333333333333,2,0.0666666666666667,1,0,0,1.06666666666667,1
33,29,31,0,201,0,"Type_1",0,0,0.02,1,42,0,36,0,10,0,29,0,29,0,10,0,19,0,1.35483870967742,0,1.35483870967742,0,0.32258064516129,0,0.935483870967742,0,0.935483870967742,0,0.32258064516129,0,0.612903225806452,0,17,0,7,0,7,0,7,0,9,0,6,0,3,0,0,0,0,0,37.6666666666667,39,20.6666666666667,37,17,34,1,0,1,0,1,0,0,0,0,0,1,0
35,5,43,2,296,0,"Type_1",0,0,39,39,44,2,38,0,10,0,31,0,31,0,10,0,21,0,1.0232683982684,0.00108225108225102,1.0232683982684,0.00108225108225102,0.232683982683983,0.0108225108225108,0.721320346320346,0.0335497835497836,0.721320346320346,0.0335497835497836,0.232683982683983,0.0108225108225108,0.488636363636364,0.0227272727272727,18,0,8,0,7,0,7,0,9,0,6,0,3,0,0,0,0,0,38.3333333333333,39,21.3333333333333,39,17,34,1,0,1,0,1,0,0,0,0,0,1,0
37,8,39,0,286,0,"Type_1",0,0,7.67,23,43.3333333333333,3,37.3333333333333,2,10,0,30.3333333333333,2,30.3333333333333,2,10,0,20.3333333333333,2,1.11111111111111,0.0769230769230769,1.11111111111111,0.0769230769230769,0.256410256410256,0,0.777777777777778,0.0512820512820512,0.777777777777778,0.0512820512820512,0.256410256410256,0,0.521367521367521,0.0512820512820513,17.6666666666667,1,7.66666666666667,1,7,0,7,0,9,0,6,0,3,0,0,0,0,0,38.1111111111111,39,21.1111111111111,39,17,34,1,0,1,0,1,0,0,0,0,0,1,0
40,14,23,0,137,0,"Type_1",0,0,12.8,128,43.2,2,37.6,2,10,0,30.6,2,30.6,2,10,0,20.6,2,1.87826086956522,0.0869565217391306,1.87826086956522,0.0869565217391306,0.434782608695652,0,1.3304347826087,0.0869565217391304,1.3304347826087,0.0869565217391304,0.434782608695652,0,0.895652173913043,0.0869565217391304,17.8,1,7.8,1,7,0,7,0,9,0,6,0,3,0,0,0,0,0,38.2,39,21.2,39,17,34,1,0,1,0,1,0,0,0,0,0,1,0
42,5,13,0,153,0,"Type_1",0,0,26.33,79,47.6666666666667,4,39,0,18,0,33.3333333333333,1,26.3333333333333,2,12,0,14.3333333333333,2,3.66666666666667,0.307692307692307,3.66666666666667,0.307692307692307,1.38461538461538,0,2.56410256410256,0.0769230769230771,2.02564102564103,0.153846153846154,1.38461538461538,0,1.1025641025641,0.153846153846154,20,0,2,0,3.66666666666667,1,3.66666666666667,1,3.66666666666667,1,3,3,2.66666666666667,1,4.66666666666667,4,0.116666666666667,0.1,17,25,16,27,1,2,1,0,1,0,1,0,0,0,0,0,1,0
43,20,36,0,242,0,"Type_1",0,0,3.24,68,42,0,36,0,10,0,29,0,29,0,10,0,19,0,1.16666666666667,0,1.16666666666667,0,0.277777777777778,0,0.805555555555556,0,0.805555555555556,0,0.277777777777778,0,0.527777777777778,0,17,0,7,0,7,0,7,0,9,0,6,0,3,0,0,0,0,0,37.6666666666667,39,20.6666666666667,37,17,34,1,0,1,0,1,0,0,0,0,0,1,0
44,32,20,0,118,0,"Type_1",0,0,2.73,150,42.5454545454545,2,36.7272727272727,2,10,0,29.7272727272727,2,29.7272727272727,2,10,0,19.7272727272727,2,2.12727272727273,0.1,2.12727272727273,0.1,0.5,0,1.48636363636364,0.1,1.48636363636364,0.1,0.5,0,0.986363636363636,0.1,17.3636363636364,1,7.36363636363636,1,7,0,7,0,9,0,6,0,3,0,0,0,0,0,37.9090909090909,39,20.9090909090909,39,17,34,1,0,1,0,1,0,0,0,0,0,1,0
46,3,28,0,136,0,"Type_1",0,0,10,10,43.5,9,27.5,7,10,2,24.5,5,25.5,5,10,2,15.5,3,1.55357142857143,0.321428571428571,1.55357142857143,0.321428571428571,0.357142857142857,0.0714285714285714,0.875,0.178571428571429,0.910714285714286,0.178571428571429,0.357142857142857,0.0714285714285714,0.553571428571429,0.107142857142857,19.5,3,1,2,1,0,1,0,1,0,1,0,0,0,4.5,1,0.165,0.01,27,8,13.75,31,13.25,30,1,0,1,0,1,0,0,0,0,0,1,0
47,3,29,0,141,0,"Type_1",0,0,7,7,40,4,25.5,3,10.5,3,23.5,3,24.5,3,10.5,3,14,0,1.37931034482759,0.137931034482759,1.37931034482759,0.137931034482759,0.362068965517241,0.103448275862069,0.810344827586207,0.103448275862069,0.844827586206897,0.103448275862069,0.362068965517241,0.103448275862069,0.482758620689655,0,17.5,1,1.5,3,1,0,1,0,1,0,1,0,0,0,5,0,0.2,0.02,25.5,3,12.75,27,12.75,27,1,0,1,0,1,0,0,0,0,0,1,0
49,14,48,0,315,0,"Type_1",0,0,0.3,3,225.6,22,187.8,18,36.6,2,175.8,18,166.8,18,36.6,2,130.2,16,4.7,0.458333333333334,4.7,0.458333333333334,0.7625,0.0416666666666667,3.6625,0.375,3.475,0.375,0.7625,0.0416666666666667,2.7125,0.333333333333333,29.6,2,18,0,12,0,3,0,12,0,1,0,2,0,26.8,4,0.142,0.00999999999999998,104.533333333333,190,87.5333333333333,191,17,55,1.33333333333333,2,1.33333333333333,2,1.33333333333333,2,0,0,0.4,1,0.933333333333333,2
52,7,35,0,172,0,"Type_1",0,0,2.33,14,131.75,65,94,50,31,15,86,46,75.5,37,26.5,12,49,25,3.76428571428571,1.85714285714286,3.76428571428571,1.85714285714286,0.885714285714286,0.428571428571429,2.45714285714286,1.31428571428571,2.15714285714286,1.05714285714286,0.885714285714286,0.428571428571429,1.4,0.714285714285714,34,6,7.5,4,3,0,3,0,3,0,1,0,1,0,11.75,5,0.1275,0.02,79.375,42,39.75,102,39.625,102,1,0,1,0,1,0,0,0,0,0,1,0
53,9,23,0,123,0,"Type_1",0,0,0.1,1,132.8,65,94.6,50,31,15,87.2,46,77,37,26.6,12,50.4,25,5.77391304347826,2.82608695652174,5.77391304347826,2.82608695652174,1.34782608695652,0.652173913043478,3.79130434782609,2,3.34782608695652,1.60869565217391,1.34782608695652,0.652173913043478,2.19130434782609,1.08695652173913,33.4,6,7.6,4,3,0,3,0,3,0,1,0,1,0,11.6,5,0.124,0.03,80.2,42,40.2,102,40,102,1,0,1,0,1,0,0,0,0,0,1,0
56,11,42,0,289,0,"Type_1",0,0,10,60,42,0,36,0,10,0,29,0,29,0,10,0,19,0,1,0,1,0,0.238095238095238,0,0.69047619047619,0,0.69047619047619,0,0.238095238095238,0,0.452380952380952,0,17,0,7,0,7,0,7,0,9,0,6,0,3,0,0,0,0,0,37.6666666666667,39,20.6666666666667,37,17,34,1,0,1,0,1,0,0,0,0,0,1,0
57,5,42,0,289,0,"Type_1",0,0,19,19,42,0,36,0,10,0,29,0,29,0,10,0,19,0,1,0,1,0,0.238095238095238,0,0.69047619047619,0,0.69047619047619,0,0.238095238095238,0,0.452380952380952,0,17,0,7,0,7,0,7,0,9,0,6,0,3,0,0,0,0,0,37.6666666666667,39,20.6666666666667,37,17,34,1,0,1,0,1,0,0,0,0,0,1,0
58,3,39,4,213,0,"Type_1",0,0,428,428,95.5,29,68.5,19,21.5,3,55,12,65.5,23,29,8,36.5,15,2.43605800922874,0.493737640079104,2.43605800922874,0.493737640079104,0.550758075148319,0.020435069215557,1.40606460118655,0.163480553724456,1.66875411997363,0.418589321028345,0.550758075148319,0.020435069215557,0.92847725774555,0.289386947923533,14.5,3,8,0,13.5,7,13.5,7,13.5,7,1,0,4.5,1,24,8,0.35,0.02,40.75,73,40.75,73,0,0,1.5,1,1.5,1,1.5,1,0,0,0.5,1,1,0
59,26,35,0,234,0,"Type_1",0,0,1.19,43,42,0,36,0,10,0,29,0,29,0,10,0,19,0,1.2,0,1.2,0,0.285714285714286,0,0.828571428571429,0,0.828571428571429,0,0.285714285714286,0,0.542857142857143,0,17,0,7,0,7,0,7,0,9,0,6,0,3,0,0,0,0,0,37.6666666666667,39,20.6666666666667,37,17,34,1,0,1,0,1,0,0,0,0,0,1,0
60,62,19,0,110,0,"Type_1",0,0,0.69,144,43,5,37.1428571428571,4,10,0,30.1428571428571,4,30.1428571428571,4,10,0,20.1428571428571,4,2.26315789473684,0.263157894736842,2.26315789473684,0.263157894736842,0.526315789473684,0,1.58646616541353,0.210526315789474,1.58646616541353,0.210526315789474,0.526315789473684,0,1.06015037593985,0.210526315789474,17.6666666666667,4,7.52380952380952,1,7.04761904761905,1,7.04761904761905,1,9.04761904761905,1,6,0,3,0,0.0952380952380952,2,0.00238095238095238,0.05,38.2380952380952,46,21.1269841269841,40,17.1111111111111,38,1.07936507936508,2,1.07936507936508,2,1.07936507936508,2,0.0634920634920635,1,0,0,1.01587301587302,1
61,8,37.3333333333333,2,252,0,"Type_1",0,0,20.33,61,45,4,38.6666666666667,2,10,0,31.6666666666667,2,31.6666666666667,2,10,0,21.6666666666667,2,1.2051656920078,0.0526315789473686,1.2051656920078,0.0526315789473686,0.268031189083821,0.0146198830409357,0.848440545808967,0.0526315789473685,0.848440545808967,0.0526315789473685,0.268031189083821,0.0146198830409357,0.580409356725146,0.0526315789473684,19,3,8,0,7.33333333333333,1,7.33333333333333,1,9.33333333333333,1,6,0,3,0,0,0,0,0,39.2222222222222,46,21.7777777777778,40,17.4444444444444,38,1.22222222222222,2,1.22222222222222,2,1.22222222222222,2,0.111111111111111,1,0,0,1.11111111111111,1
62,11,34,0,244,0,"Type_1",0,0,9.83,59,44.25,5,38,4,10,0,31,4,31,4,10,0,21,4,1.30147058823529,0.147058823529412,1.30147058823529,0.147058823529412,0.294117647058824,0,0.911764705882353,0.117647058823529,0.911764705882353,0.117647058823529,0.294117647058824,0,0.617647058823529,0.117647058823529,18.5,4,7.75,1,7.25,1,7.25,1,9.25,1,6,0,3,0,0,0,0,0,38.8333333333333,46,21.5,40,17.3333333333333,38,1.16666666666667,2,1.16666666666667,2,1.16666666666667,2,0.0833333333333333,1,0,0,1.08333333333333,1
63,5,36,0,241,0,"Type_1",0,0,19,19,42,0,36,0,10,0,29,0,29,0,10,0,19,0,1.16666666666667,0,1.16666666666667,0,0.277777777777778,0,0.805555555555556,0,0.805555555555556,0,0.277777777777778,0,0.527777777777778,0,17,0,7,0,7,0,7,0,9,0,6,0,3,0,0,0,0,0,37.6666666666667,39,20.6666666666667,37,17,34,1,0,1,0,1,0,0,0,0,0,1,0
