"Clusters_version","CloneClassID","NumberOfVersions","GroupName"
2,762,3,"Short-lived"
2,758,3,"Short-lived"
2,431,2,"Short-lived"
2,423,2,"Short-lived"
2,280,3,"Short-lived"
2,165,3,"Short-lived"
2,3261,3,"Short-lived"
2,480,6,"Short-lived"
2,589,2,"Short-lived"
2,2998,1,"Short-lived"
2,392,3,"Short-lived"
2,289,3,"Short-lived"
2,283,3,"Short-lived"
2,340,1,"Short-lived"
2,597,2,"Short-lived"
2,3469,2,"Short-lived"
2,376,3,"Short-lived"
2,764,1,"Short-lived"
2,763,1,"Short-lived"
2,341,5,"Short-lived"
2,426,2,"Short-lived"
2,425,2,"Short-lived"
2,424,2,"Short-lived"
2,184,2,"Short-lived"
2,185,2,"Short-lived"
2,226,1,"Short-lived"
2,213,7,"Short-lived"
2,284,3,"Short-lived"
2,177,2,"Short-lived"
2,402,3,"Short-lived"
2,775,2,"Short-lived"
2,606,3,"Short-lived"
2,218,6,"Short-lived"
2,712,6,"Short-lived"
2,1361,2,"Short-lived"
2,1353,5,"Short-lived"
2,921,5,"Short-lived"
2,879,1,"Short-lived"
2,1442,1,"Short-lived"
2,1443,1,"Short-lived"
2,1834,3,"Short-lived"
2,1838,2,"Short-lived"
2,2141,1,"Short-lived"
2,3483,2,"Short-lived"
2,1480,5,"Short-lived"
2,1651,1,"Short-lived"
2,1650,1,"Short-lived"
2,1649,1,"Short-lived"
2,1648,1,"Short-lived"
2,1647,1,"Short-lived"
2,1646,1,"Short-lived"
2,1749,2,"Short-lived"
2,2137,3,"Short-lived"
2,2136,5,"Short-lived"
2,1417,1,"Short-lived"
2,1421,1,"Short-lived"
2,1916,1,"Short-lived"
2,1915,1,"Short-lived"
2,1914,1,"Short-lived"
2,1449,1,"Short-lived"
2,1514,6,"Short-lived"
2,2100,1,"Short-lived"
2,1466,2,"Short-lived"
2,1881,4,"Short-lived"
2,1468,1,"Short-lived"
2,1709,1,"Short-lived"
2,1783,1,"Short-lived"
2,1426,1,"Short-lived"
2,2050,1,"Short-lived"
2,2049,1,"Short-lived"
2,1722,1,"Short-lived"
2,1785,1,"Short-lived"
2,1713,1,"Short-lived"
2,1712,1,"Short-lived"
2,1543,1,"Short-lived"
2,1544,1,"Short-lived"
2,1711,1,"Short-lived"
2,1710,1,"Short-lived"
2,1707,1,"Short-lived"
2,1705,1,"Short-lived"
2,1704,1,"Short-lived"
2,1702,1,"Short-lived"
2,1703,1,"Short-lived"
2,1701,1,"Short-lived"
2,1463,1,"Short-lived"
2,1576,1,"Short-lived"
2,1716,1,"Short-lived"
2,1885,3,"Short-lived"
2,1886,3,"Short-lived"
2,1652,2,"Short-lived"
2,2097,2,"Short-lived"
2,1832,1,"Short-lived"
2,1933,1,"Short-lived"
2,1932,1,"Short-lived"
2,1455,1,"Short-lived"
2,1931,1,"Short-lived"
2,1930,1,"Short-lived"
2,1929,1,"Short-lived"
2,1928,1,"Short-lived"
2,1927,1,"Short-lived"
2,1429,1,"Short-lived"
2,1430,1,"Short-lived"
2,1565,6,"Short-lived"
2,1566,6,"Short-lived"
2,1584,6,"Short-lived"
2,1700,2,"Short-lived"
2,1520,8,"Short-lived"
2,1570,1,"Short-lived"
2,1674,1,"Short-lived"
2,1910,1,"Short-lived"
2,1479,1,"Short-lived"
2,1522,1,"Short-lived"
2,4102,2,"Short-lived"
2,1569,1,"Short-lived"
2,2134,1,"Short-lived"
2,1898,1,"Short-lived"
2,1897,1,"Short-lived"
2,4097,2,"Short-lived"
2,2394,1,"Short-lived"
2,2393,1,"Short-lived"
2,2392,1,"Short-lived"
2,3384,1,"Short-lived"
2,3278,3,"Short-lived"
2,3277,3,"Short-lived"
2,3276,3,"Short-lived"
2,3275,3,"Short-lived"
2,3262,3,"Short-lived"
2,3435,1,"Short-lived"
2,3000,1,"Short-lived"
2,2999,1,"Short-lived"
2,3450,2,"Short-lived"
2,2848,9,"Short-lived"
2,3660,2,"Short-lived"
2,3591,2,"Short-lived"
2,3663,2,"Short-lived"
2,4383,2,"Short-lived"
2,4471,2,"Short-lived"
2,3473,2,"Short-lived"
2,3681,5,"Short-lived"
2,3496,2,"Short-lived"
2,3497,2,"Short-lived"
2,3498,2,"Short-lived"
2,3621,2,"Short-lived"
2,3616,2,"Short-lived"
2,3619,2,"Short-lived"
2,3391,2,"Short-lived"
2,3453,2,"Short-lived"
2,3493,2,"Short-lived"
2,4477,2,"Short-lived"
2,4467,2,"Short-lived"
2,3904,1,"Short-lived"
2,4205,2,"Short-lived"
2,3525,2,"Short-lived"
2,3526,2,"Short-lived"
2,3437,8,"Short-lived"
2,3905,2,"Short-lived"
2,3608,2,"Short-lived"
2,4652,2,"Short-lived"
2,3454,2,"Short-lived"
2,4461,2,"Short-lived"
2,3398,2,"Short-lived"
2,3401,2,"Short-lived"
2,4540,2,"Short-lived"
2,3540,2,"Short-lived"
2,28042,3,"Short-lived"
2,3672,1,"Short-lived"
2,4024,2,"Short-lived"
2,4257,1,"Short-lived"
2,4255,1,"Short-lived"
2,4253,1,"Short-lived"
2,3451,2,"Short-lived"
2,4465,1,"Short-lived"
2,3446,2,"Short-lived"
2,3455,2,"Short-lived"
2,3893,2,"Short-lived"
2,3452,2,"Short-lived"
2,4201,2,"Short-lived"
2,3440,2,"Short-lived"
2,3441,2,"Short-lived"
2,3615,2,"Short-lived"
2,3442,2,"Short-lived"
2,5757,4,"Short-lived"
2,4648,2,"Short-lived"
2,4228,2,"Short-lived"
2,4661,2,"Short-lived"
2,4659,2,"Short-lived"
2,3425,2,"Short-lived"
2,3592,2,"Short-lived"
2,3432,2,"Short-lived"
2,3433,2,"Short-lived"
2,3434,2,"Short-lived"
2,3466,3,"Short-lived"
2,3566,2,"Short-lived"
2,3569,2,"Short-lived"
2,4184,2,"Short-lived"
2,3570,2,"Short-lived"
2,4422,5,"Short-lived"
2,3443,2,"Short-lived"
2,3530,1,"Short-lived"
2,3532,2,"Short-lived"
2,3533,2,"Short-lived"
2,3536,2,"Short-lived"
2,3537,2,"Short-lived"
2,3538,2,"Short-lived"
2,3509,2,"Short-lived"
2,3510,2,"Short-lived"
2,3511,2,"Short-lived"
2,3880,2,"Short-lived"
2,3513,1,"Short-lived"
2,3875,1,"Short-lived"
2,3515,1,"Short-lived"
2,4263,1,"Short-lived"
2,4079,2,"Short-lived"
2,3596,2,"Short-lived"
2,3597,2,"Short-lived"
2,3634,2,"Short-lived"
2,3997,2,"Short-lived"
2,4214,1,"Short-lived"
2,3488,2,"Short-lived"
2,3489,2,"Short-lived"
2,3490,2,"Short-lived"
2,4397,2,"Short-lived"
2,4396,2,"Short-lived"
2,4395,2,"Short-lived"
2,3588,1,"Short-lived"
2,4340,2,"Short-lived"
2,3463,1,"Short-lived"
2,3464,2,"Short-lived"
2,3539,2,"Short-lived"
2,4106,2,"Short-lived"
2,4105,2,"Short-lived"
2,4104,2,"Short-lived"
2,4103,2,"Short-lived"
2,4260,2,"Short-lived"
2,4101,2,"Short-lived"
2,4100,2,"Short-lived"
2,4098,2,"Short-lived"
2,4099,2,"Short-lived"
2,3661,2,"Short-lived"
2,3408,2,"Short-lived"
2,3409,2,"Short-lived"
2,4082,2,"Short-lived"
2,3411,2,"Short-lived"
2,4081,2,"Short-lived"
2,4080,2,"Short-lived"
2,3606,1,"Short-lived"
2,3683,1,"Short-lived"
2,3448,1,"Short-lived"
2,4685,1,"Short-lived"
2,3436,2,"Short-lived"
2,4259,2,"Short-lived"
2,21543,7,"Short-lived"
2,3456,2,"Short-lived"
2,3457,2,"Short-lived"
2,3458,2,"Short-lived"
2,3459,1,"Short-lived"
2,4473,2,"Short-lived"
2,5854,1,"Short-lived"
2,4469,2,"Short-lived"
2,4140,1,"Short-lived"
2,4139,2,"Short-lived"
2,4480,5,"Short-lived"
2,5819,4,"Short-lived"
2,3502,2,"Short-lived"
2,4964,1,"Short-lived"
2,4088,2,"Short-lived"
2,4250,2,"Short-lived"
2,4240,2,"Short-lived"
2,4236,2,"Short-lived"
2,4232,2,"Short-lived"
2,4226,2,"Short-lived"
2,3422,1,"Short-lived"
2,3423,1,"Short-lived"
2,4965,1,"Short-lived"
2,4151,1,"Short-lived"
2,4150,1,"Short-lived"
2,3543,1,"Short-lived"
2,4528,1,"Short-lived"
2,5954,4,"Short-lived"
2,3439,2,"Short-lived"
2,3601,2,"Short-lived"
2,4181,1,"Short-lived"
2,25583,4,"Short-lived"
2,3620,1,"Short-lived"
2,3614,2,"Short-lived"
2,4959,1,"Short-lived"
2,4538,2,"Short-lived"
2,3583,2,"Short-lived"
2,3602,2,"Short-lived"
2,4350,2,"Short-lived"
2,7081,3,"Short-lived"
2,3444,2,"Short-lived"
2,3445,2,"Short-lived"
2,7083,6,"Short-lived"
2,3447,2,"Short-lived"
2,3542,2,"Short-lived"
2,7311,4,"Short-lived"
2,5027,7,"Short-lived"
2,5388,1,"Short-lived"
2,31916,1,"Short-lived"
2,5006,1,"Short-lived"
2,11382,7,"Short-lived"
2,31989,1,"Short-lived"
2,31988,1,"Short-lived"
2,5817,4,"Short-lived"
2,5815,4,"Short-lived"
2,5352,1,"Short-lived"
2,5012,1,"Short-lived"
2,5899,1,"Short-lived"
2,5079,7,"Short-lived"
2,5828,2,"Short-lived"
2,6407,6,"Short-lived"
2,5897,3,"Short-lived"
2,5546,1,"Short-lived"
2,4938,1,"Short-lived"
2,4702,1,"Short-lived"
2,6425,9,"Short-lived"
2,5689,1,"Short-lived"
2,7011,3,"Short-lived"
2,5953,4,"Short-lived"
2,4765,1,"Short-lived"
2,4735,1,"Short-lived"
2,6998,1,"Short-lived"
2,33809,2,"Short-lived"
2,4962,1,"Short-lived"
2,4906,1,"Short-lived"
2,4914,1,"Short-lived"
2,5255,4,"Short-lived"
2,5254,4,"Short-lived"
2,8599,5,"Short-lived"
2,4961,1,"Short-lived"
2,5314,1,"Short-lived"
2,5311,1,"Short-lived"
2,5305,1,"Short-lived"
2,5302,1,"Short-lived"
2,5684,1,"Short-lived"
2,5015,1,"Short-lived"
2,5548,1,"Short-lived"
2,4714,1,"Short-lived"
2,4715,1,"Short-lived"
2,5464,1,"Short-lived"
2,5964,1,"Short-lived"
2,4827,1,"Short-lived"
2,4828,1,"Short-lived"
2,5600,1,"Short-lived"
2,5599,4,"Short-lived"
2,5598,4,"Short-lived"
2,4721,4,"Short-lived"
2,5597,4,"Short-lived"
2,5519,3,"Short-lived"
2,5256,1,"Short-lived"
2,5017,1,"Short-lived"
2,5357,1,"Short-lived"
2,4957,1,"Short-lived"
2,4969,1,"Short-lived"
2,4960,1,"Short-lived"
2,5469,1,"Short-lived"
2,5466,1,"Short-lived"
2,33785,2,"Short-lived"
2,7322,3,"Short-lived"
2,6168,1,"Short-lived"
2,4936,1,"Short-lived"
2,5601,7,"Short-lived"
2,20803,8,"Short-lived"
2,4705,1,"Short-lived"
2,7324,2,"Short-lived"
2,20261,8,"Short-lived"
2,20126,6,"Short-lived"
2,4681,1,"Short-lived"
2,22161,7,"Short-lived"
2,4966,1,"Short-lived"
2,5327,1,"Short-lived"
2,6663,2,"Short-lived"
2,5281,1,"Short-lived"
2,5282,1,"Short-lived"
2,4779,1,"Short-lived"
2,5632,1,"Short-lived"
2,5855,1,"Short-lived"
2,25666,2,"Short-lived"
2,5198,1,"Short-lived"
2,4690,1,"Short-lived"
2,31881,1,"Short-lived"
2,4839,9,"Short-lived"
2,25636,2,"Short-lived"
2,5701,4,"Short-lived"
2,25642,2,"Short-lived"
2,5323,1,"Short-lived"
2,4968,1,"Short-lived"
2,4963,1,"Short-lived"
2,5315,1,"Short-lived"
2,5308,1,"Short-lived"
2,5307,1,"Short-lived"
2,5306,1,"Short-lived"
2,6380,8,"Short-lived"
2,6387,5,"Short-lived"
2,33767,2,"Short-lived"
2,26153,4,"Short-lived"
2,7463,2,"Short-lived"
2,26152,4,"Short-lived"
2,32739,2,"Short-lived"
2,33380,2,"Short-lived"
2,7051,3,"Short-lived"
2,25600,4,"Short-lived"
2,32850,2,"Short-lived"
2,25713,4,"Short-lived"
2,7344,3,"Short-lived"
2,7982,5,"Short-lived"
2,6926,3,"Short-lived"
2,6924,2,"Short-lived"
2,6922,3,"Short-lived"
2,6920,3,"Short-lived"
2,8182,5,"Short-lived"
2,10030,1,"Short-lived"
2,28598,3,"Short-lived"
2,28789,3,"Short-lived"
2,6483,1,"Short-lived"
2,6325,6,"Short-lived"
2,31882,1,"Short-lived"
2,6287,6,"Short-lived"
2,6452,3,"Short-lived"
2,95597,4,"Short-lived"
2,100741,3,"Short-lived"
2,100093,3,"Short-lived"
2,96185,1,"Short-lived"
2,11165,7,"Short-lived"
2,31987,1,"Short-lived"
2,31985,1,"Short-lived"
2,7309,4,"Short-lived"
2,32210,1,"Short-lived"
2,6303,6,"Short-lived"
2,31915,1,"Short-lived"
2,7668,1,"Short-lived"
2,25673,4,"Short-lived"
2,26156,4,"Short-lived"
2,26155,4,"Short-lived"
2,25678,4,"Short-lived"
2,7015,6,"Short-lived"
2,33755,2,"Short-lived"
2,27061,3,"Short-lived"
2,26151,4,"Short-lived"
2,25680,4,"Short-lived"
2,25699,4,"Short-lived"
2,7053,4,"Short-lived"
2,32858,2,"Short-lived"
2,25660,4,"Short-lived"
2,20801,8,"Short-lived"
2,20389,8,"Short-lived"
2,7770,5,"Short-lived"
2,37127,2,"Short-lived"
2,7710,1,"Short-lived"
2,26918,3,"Short-lived"
2,33768,2,"Short-lived"
2,21899,7,"Short-lived"
2,9322,1,"Short-lived"
2,9430,8,"Short-lived"
2,10344,9,"Short-lived"
2,10323,1,"Short-lived"
2,25705,2,"Short-lived"
2,88653,3,"Short-lived"
2,10740,8,"Short-lived"
2,25667,2,"Short-lived"
2,25700,2,"Short-lived"
2,25701,2,"Short-lived"
2,26211,4,"Short-lived"
2,37058,5,"Short-lived"
2,11406,7,"Short-lived"
2,96181,1,"Short-lived"
2,11404,7,"Short-lived"
2,122177,3,"Short-lived"
2,11887,7,"Short-lived"
2,25659,4,"Short-lived"
2,25707,2,"Short-lived"
2,31182,1,"Short-lived"
2,25663,4,"Short-lived"
2,33772,2,"Short-lived"
2,33773,2,"Short-lived"
2,26154,4,"Short-lived"
2,28039,3,"Short-lived"
2,18981,2,"Short-lived"
2,25637,2,"Short-lived"
2,37731,1,"Short-lived"
2,24846,1,"Short-lived"
2,31840,7,"Short-lived"
2,25653,2,"Short-lived"
2,29394,2,"Short-lived"
2,25661,1,"Short-lived"
2,25644,2,"Short-lived"
2,34218,1,"Short-lived"
2,26974,3,"Short-lived"
2,21189,6,"Short-lived"
2,62900,4,"Short-lived"
2,25657,4,"Short-lived"
2,25690,4,"Short-lived"
2,96182,1,"Short-lived"
2,35786,5,"Short-lived"
2,96187,1,"Short-lived"
2,31274,2,"Short-lived"
2,32320,1,"Short-lived"
2,96183,1,"Short-lived"
2,25647,2,"Short-lived"
2,95595,4,"Short-lived"
2,29395,2,"Short-lived"
2,62901,4,"Short-lived"
2,31158,1,"Short-lived"
2,32864,1,"Short-lived"
2,51123,1,"Short-lived"
3,34069,35,"Long-lived"
3,5925,56,"Long-lived"
3,7047,56,"Long-lived"
3,4786,56,"Long-lived"
3,5921,56,"Long-lived"
3,403,56,"Long-lived"
3,5922,56,"Long-lived"
3,6970,49,"Long-lived"
3,5741,39,"Long-lived"
3,5919,56,"Long-lived"
