"Clusters_version","CloneClassID","NumberOfVersions","GroupName"
1,5155,10,"Long-lived"
1,26381,11,"Long-lived"
1,4582,16,"Long-lived"
1,38032,10,"Long-lived"
1,4984,10,"Long-lived"
1,3634,9,"Long-lived"
1,4985,10,"Long-lived"
1,32877,13,"Long-lived"
1,32880,13,"Long-lived"
1,32886,13,"Long-lived"
1,1060,9,"Long-lived"
1,33031,13,"Long-lived"
1,5037,8,"Long-lived"
1,23816,9,"Long-lived"
1,33163,13,"Long-lived"
1,3913,18,"Long-lived"
1,4217,10,"Long-lived"
1,1761,9,"Long-lived"
1,39168,13,"Long-lived"
1,33096,13,"Long-lived"
1,3823,12,"Long-lived"
1,37723,10,"Long-lived"
1,37722,10,"Long-lived"
1,37721,10,"Long-lived"
1,37720,10,"Long-lived"
1,26455,11,"Long-lived"
1,77650,8,"Long-lived"
1,3925,11,"Long-lived"
1,2201,14,"Long-lived"
1,1972,21,"Long-lived"
1,39803,7,"Long-lived"
1,2436,18,"Long-lived"
1,37654,13,"Long-lived"
1,2038,7,"Long-lived"
1,119,14,"Long-lived"
1,4231,19,"Long-lived"
1,829,15,"Long-lived"
1,32900,8,"Long-lived"
1,26534,14,"Long-lived"
1,4592,16,"Long-lived"
1,39770,7,"Long-lived"
1,215,17,"Long-lived"
1,4569,19,"Long-lived"
1,43418,9,"Long-lived"
1,46694,7,"Long-lived"
1,33430,13,"Long-lived"
1,37646,13,"Long-lived"
1,37634,13,"Long-lived"
1,2332,7,"Long-lived"
1,32854,13,"Long-lived"
1,2039,7,"Long-lived"
1,6414,9,"Long-lived"
1,5354,11,"Long-lived"
1,6379,10,"Long-lived"
1,97879,7,"Long-lived"
1,33245,7,"Long-lived"
1,2051,12,"Long-lived"
1,2651,12,"Long-lived"
1,2124,7,"Long-lived"
1,5278,11,"Long-lived"
1,5279,11,"Long-lived"
1,39817,9,"Long-lived"
1,3207,20,"Long-lived"
1,42680,7,"Long-lived"
1,45613,7,"Long-lived"
1,33230,13,"Long-lived"
1,23161,8,"Long-lived"
1,32889,13,"Long-lived"
1,33260,13,"Long-lived"
1,62637,8,"Long-lived"
1,35706,8,"Long-lived"
1,13044,8,"Long-lived"
1,52587,11,"Long-lived"
1,46936,11,"Long-lived"
1,37652,13,"Long-lived"
1,11572,8,"Long-lived"
1,37648,13,"Long-lived"
1,33301,13,"Long-lived"
1,216,9,"Long-lived"
1,10184,11,"Long-lived"
1,48548,8,"Long-lived"
1,37640,13,"Long-lived"
1,37636,13,"Long-lived"
1,33304,13,"Long-lived"
1,70076,8,"Long-lived"
1,13491,8,"Long-lived"
1,52049,8,"Long-lived"
1,11500,10,"Long-lived"
1,99739,7,"Long-lived"
1,11835,8,"Long-lived"
1,78672,8,"Long-lived"
1,11833,8,"Long-lived"
1,48194,8,"Long-lived"
1,2906,20,"Long-lived"
1,33809,12,"Long-lived"
1,756,12,"Long-lived"
1,10273,8,"Long-lived"
1,49839,11,"Long-lived"
1,49838,11,"Long-lived"
1,49837,11,"Long-lived"
1,49834,11,"Long-lived"
1,783,10,"Long-lived"
1,74060,8,"Long-lived"
1,35773,13,"Long-lived"
1,9613,17,"Long-lived"
1,46938,11,"Long-lived"
1,9697,8,"Long-lived"
1,33303,13,"Long-lived"
1,4530,10,"Long-lived"
1,46858,10,"Long-lived"
1,36390,13,"Long-lived"
1,15066,7,"Long-lived"
1,15251,7,"Long-lived"
1,33016,10,"Long-lived"
1,19872,10,"Long-lived"
1,20150,13,"Long-lived"
1,48705,8,"Long-lived"
1,50729,8,"Long-lived"
1,37644,13,"Long-lived"
1,37477,13,"Long-lived"
1,37475,13,"Long-lived"
1,14967,10,"Long-lived"
1,14969,10,"Long-lived"
1,18018,13,"Long-lived"
1,46937,11,"Long-lived"
1,46943,11,"Long-lived"
1,52584,11,"Long-lived"
1,52583,11,"Long-lived"
1,46939,11,"Long-lived"
1,15267,17,"Long-lived"
1,56698,10,"Long-lived"
1,33030,13,"Long-lived"
1,58836,10,"Long-lived"
1,18192,7,"Long-lived"
1,37132,8,"Long-lived"
1,16162,11,"Long-lived"
1,14976,15,"Long-lived"
1,63904,9,"Long-lived"
1,65948,9,"Long-lived"
1,64,12,"Long-lived"
1,69973,9,"Long-lived"
1,1553,22,"Long-lived"
1,113,8,"Long-lived"
1,68638,9,"Long-lived"
1,16343,13,"Long-lived"
1,16342,7,"Long-lived"
1,14966,10,"Long-lived"
1,1998,7,"Long-lived"
1,189,20,"Long-lived"
1,16769,9,"Long-lived"
1,40657,9,"Long-lived"
1,63918,9,"Long-lived"
1,63912,9,"Long-lived"
1,63910,9,"Long-lived"
1,63908,9,"Long-lived"
1,15475,7,"Long-lived"
1,15474,7,"Long-lived"
1,63205,9,"Long-lived"
1,46765,11,"Long-lived"
1,4981,10,"Long-lived"
1,69981,9,"Long-lived"
1,69976,9,"Long-lived"
1,24797,8,"Long-lived"
1,69960,9,"Long-lived"
1,69952,9,"Long-lived"
1,240,25,"Long-lived"
1,23772,9,"Long-lived"
1,69959,9,"Long-lived"
1,7730,11,"Long-lived"
1,62111,8,"Long-lived"
1,62112,8,"Long-lived"
1,7981,11,"Long-lived"
1,25850,8,"Long-lived"
1,20702,15,"Long-lived"
2,17,3,"Short-lived"
2,16,2,"Short-lived"
2,41,1,"Short-lived"
2,42,1,"Short-lived"
2,32,1,"Short-lived"
2,49,1,"Short-lived"
2,33,1,"Short-lived"
2,52,1,"Short-lived"
2,51,1,"Short-lived"
2,50,1,"Short-lived"
2,36,1,"Short-lived"
2,43,1,"Short-lived"
2,59933,3,"Short-lived"
2,57,2,"Short-lived"
2,39,5,"Short-lived"
2,54813,3,"Short-lived"
2,69,1,"Short-lived"
2,79,2,"Short-lived"
2,15216,1,"Short-lived"
2,86,5,"Short-lived"
2,89,5,"Short-lived"
2,19423,5,"Short-lived"
2,15766,2,"Short-lived"
2,62297,4,"Short-lived"
2,62377,2,"Short-lived"
2,176,1,"Short-lived"
2,129,2,"Short-lived"
2,16455,1,"Short-lived"
2,139,1,"Short-lived"
2,140,1,"Short-lived"
2,102,1,"Short-lived"
2,135,1,"Short-lived"
2,137,1,"Short-lived"
2,174,1,"Short-lived"
2,107,1,"Short-lived"
2,99,1,"Short-lived"
2,164081,1,"Short-lived"
2,118,2,"Short-lived"
2,95,2,"Short-lived"
2,104,1,"Short-lived"
2,181165,1,"Short-lived"
2,213,1,"Short-lived"
2,232,1,"Short-lived"
2,23786,1,"Short-lived"
2,23781,1,"Short-lived"
2,300,1,"Short-lived"
2,352,5,"Short-lived"
2,351,5,"Short-lived"
2,20801,1,"Short-lived"
2,292,1,"Short-lived"
2,349,5,"Short-lived"
2,347,5,"Short-lived"
2,221,1,"Short-lived"
2,335,2,"Short-lived"
2,227,5,"Short-lived"
2,68302,3,"Short-lived"
2,22661,1,"Short-lived"
2,294,1,"Short-lived"
2,25753,5,"Short-lived"
2,25755,5,"Short-lived"
2,67355,6,"Short-lived"
2,20841,1,"Short-lived"
2,324,2,"Short-lived"
2,208,1,"Short-lived"
2,25041,4,"Short-lived"
2,25115,4,"Short-lived"
2,25145,2,"Short-lived"
2,65477,4,"Short-lived"
2,23411,6,"Short-lived"
2,23257,3,"Short-lived"
2,484,4,"Short-lived"
2,26438,1,"Short-lived"
2,480,5,"Short-lived"
2,588,2,"Short-lived"
2,582,2,"Short-lived"
2,410,4,"Short-lived"
2,26645,5,"Short-lived"
2,470,2,"Short-lived"
2,3085,3,"Short-lived"
2,460,1,"Short-lived"
2,391,5,"Short-lived"
2,465,5,"Short-lived"
2,73525,1,"Short-lived"
2,415,5,"Short-lived"
2,405,2,"Short-lived"
2,532,1,"Short-lived"
2,373,4,"Short-lived"
2,597,5,"Short-lived"
2,398,1,"Short-lived"
2,389,2,"Short-lived"
2,3275,4,"Short-lived"
2,554,1,"Short-lived"
2,393,5,"Short-lived"
2,29535,5,"Short-lived"
2,468,2,"Short-lived"
2,467,2,"Short-lived"
2,29532,5,"Short-lived"
2,900,3,"Short-lived"
2,27244,1,"Short-lived"
2,28237,1,"Short-lived"
2,26654,3,"Short-lived"
2,31697,5,"Short-lived"
2,31696,5,"Short-lived"
2,858,3,"Short-lived"
2,32513,5,"Short-lived"
2,26574,1,"Short-lived"
2,904,5,"Short-lived"
2,26397,5,"Short-lived"
2,28371,1,"Short-lived"
2,30201,5,"Short-lived"
2,75599,3,"Short-lived"
2,861,3,"Short-lived"
2,27231,1,"Short-lived"
2,27205,1,"Short-lived"
2,637,6,"Short-lived"
2,926,4,"Short-lived"
2,70897,5,"Short-lived"
2,79694,1,"Short-lived"
2,27235,1,"Short-lived"
2,32743,2,"Short-lived"
2,629,1,"Short-lived"
2,747,1,"Short-lived"
2,86783,1,"Short-lived"
2,693,1,"Short-lived"
2,648,6,"Short-lived"
2,80136,2,"Short-lived"
2,1000,2,"Short-lived"
2,79684,1,"Short-lived"
2,1329,2,"Short-lived"
2,1056,1,"Short-lived"
2,1130,2,"Short-lived"
2,1129,2,"Short-lived"
2,1046,3,"Short-lived"
2,98038,3,"Short-lived"
2,1431,1,"Short-lived"
2,1086,6,"Short-lived"
2,1072,2,"Short-lived"
2,1536,4,"Short-lived"
2,1615,1,"Short-lived"
2,1573,5,"Short-lived"
2,96867,6,"Short-lived"
2,30611,5,"Short-lived"
2,26426,1,"Short-lived"
2,2031,6,"Short-lived"
2,31224,5,"Short-lived"
2,2102,1,"Short-lived"
2,29767,2,"Short-lived"
2,93860,1,"Short-lived"
2,27241,1,"Short-lived"
2,30726,6,"Short-lived"
2,32169,1,"Short-lived"
2,30804,1,"Short-lived"
2,28373,1,"Short-lived"
2,26398,1,"Short-lived"
2,2435,4,"Short-lived"
2,26487,3,"Short-lived"
2,2240,2,"Short-lived"
2,2498,1,"Short-lived"
2,2152,5,"Short-lived"
2,2021,1,"Short-lived"
2,2028,1,"Short-lived"
2,2032,1,"Short-lived"
2,2033,1,"Short-lived"
2,2023,1,"Short-lived"
2,2714,3,"Short-lived"
2,2035,2,"Short-lived"
2,2036,2,"Short-lived"
2,1979,3,"Short-lived"
2,2566,2,"Short-lived"
2,2109,4,"Short-lived"
2,38193,4,"Short-lived"
2,89319,3,"Short-lived"
2,32855,4,"Short-lived"
2,35731,4,"Short-lived"
2,2707,2,"Short-lived"
2,33838,3,"Short-lived"
2,2691,2,"Short-lived"
2,92063,6,"Short-lived"
2,38004,2,"Short-lived"
2,38003,2,"Short-lived"
2,37996,2,"Short-lived"
2,37513,2,"Short-lived"
2,2123,4,"Short-lived"
2,2457,2,"Short-lived"
2,38655,1,"Short-lived"
2,2855,2,"Short-lived"
2,88819,1,"Short-lived"
2,3406,2,"Short-lived"
2,2842,1,"Short-lived"
2,3783,1,"Short-lived"
2,3782,2,"Short-lived"
2,2847,1,"Short-lived"
2,3251,4,"Short-lived"
2,33236,2,"Short-lived"
2,2998,1,"Short-lived"
2,88906,3,"Short-lived"
2,88314,3,"Short-lived"
2,95539,6,"Short-lived"
2,2802,3,"Short-lived"
2,13733,2,"Short-lived"
2,88469,6,"Short-lived"
2,2786,3,"Short-lived"
2,3114,1,"Short-lived"
2,3756,1,"Short-lived"
2,3253,4,"Short-lived"
2,3686,6,"Short-lived"
2,2857,2,"Short-lived"
2,35169,5,"Short-lived"
2,39675,3,"Short-lived"
2,2854,1,"Short-lived"
2,2856,2,"Short-lived"
2,47498,1,"Short-lived"
2,2877,4,"Short-lived"
2,2865,1,"Short-lived"
2,101083,5,"Short-lived"
2,38242,4,"Short-lived"
2,3825,1,"Short-lived"
2,4727,2,"Short-lived"
2,3967,5,"Short-lived"
2,4240,1,"Short-lived"
2,3821,1,"Short-lived"
2,3837,2,"Short-lived"
2,3857,6,"Short-lived"
2,4682,6,"Short-lived"
2,4224,2,"Short-lived"
2,4556,6,"Short-lived"
2,4555,2,"Short-lived"
2,4712,5,"Short-lived"
2,5184,1,"Short-lived"
2,5183,1,"Short-lived"
2,33241,6,"Short-lived"
2,5173,2,"Short-lived"
2,4171,3,"Short-lived"
2,106848,6,"Short-lived"
2,5071,5,"Short-lived"
2,4042,3,"Short-lived"
2,4714,2,"Short-lived"
2,4713,2,"Short-lived"
2,5004,2,"Short-lived"
2,4528,5,"Short-lived"
2,112782,1,"Short-lived"
2,4526,3,"Short-lived"
2,5011,4,"Short-lived"
2,35646,2,"Short-lived"
2,4699,1,"Short-lived"
2,33858,1,"Short-lived"
2,113589,4,"Short-lived"
2,4612,1,"Short-lived"
2,126717,1,"Short-lived"
2,35746,6,"Short-lived"
2,129386,3,"Short-lived"
2,129363,3,"Short-lived"
2,130255,2,"Short-lived"
2,128551,2,"Short-lived"
2,5061,6,"Short-lived"
2,39306,4,"Short-lived"
2,4312,2,"Short-lived"
2,3816,3,"Short-lived"
2,33846,3,"Short-lived"
2,33835,3,"Short-lived"
2,4719,5,"Short-lived"
2,4933,2,"Short-lived"
2,129405,3,"Short-lived"
2,3822,1,"Short-lived"
2,129390,3,"Short-lived"
2,3972,5,"Short-lived"
2,5054,1,"Short-lived"
2,5081,3,"Short-lived"
2,3798,5,"Short-lived"
2,3799,1,"Short-lived"
2,46602,1,"Short-lived"
2,3926,2,"Short-lived"
2,129344,2,"Short-lived"
2,129345,2,"Short-lived"
2,3801,3,"Short-lived"
2,4950,4,"Short-lived"
2,3826,5,"Short-lived"
2,3954,2,"Short-lived"
2,45802,4,"Short-lived"
2,4013,1,"Short-lived"
2,4939,1,"Short-lived"
2,42049,4,"Short-lived"
2,46708,1,"Short-lived"
2,129327,3,"Short-lived"
2,3947,2,"Short-lived"
2,46690,3,"Short-lived"
2,4335,3,"Short-lived"
2,3945,5,"Short-lived"
2,5394,5,"Short-lived"
2,5252,1,"Short-lived"
2,43746,4,"Short-lived"
2,5419,3,"Short-lived"
2,5398,2,"Short-lived"
2,40195,1,"Short-lived"
2,40194,1,"Short-lived"
2,43788,3,"Short-lived"
2,41355,3,"Short-lived"
2,5990,4,"Short-lived"
2,9105,3,"Short-lived"
2,7664,4,"Short-lived"
2,5675,1,"Short-lived"
2,6297,2,"Short-lived"
2,41810,4,"Short-lived"
2,40789,5,"Short-lived"
2,125490,4,"Short-lived"
2,5240,2,"Short-lived"
2,8736,2,"Short-lived"
2,5274,2,"Short-lived"
2,8182,2,"Short-lived"
2,5204,5,"Short-lived"
2,11366,3,"Short-lived"
2,11364,3,"Short-lived"
2,11363,3,"Short-lived"
2,10312,3,"Short-lived"
2,49645,2,"Short-lived"
2,10283,1,"Short-lived"
2,131928,1,"Short-lived"
2,11573,4,"Short-lived"
2,49179,1,"Short-lived"
2,11011,4,"Short-lived"
2,70083,3,"Short-lived"
2,10185,3,"Short-lived"
2,46852,4,"Short-lived"
2,10119,4,"Short-lived"
2,10285,1,"Short-lived"
2,12540,1,"Short-lived"
2,9578,3,"Short-lived"
2,9692,4,"Short-lived"
2,48696,4,"Short-lived"
2,13490,3,"Short-lived"
2,52048,4,"Short-lived"
2,11836,4,"Short-lived"
2,31675,1,"Short-lived"
2,11834,6,"Short-lived"
2,50558,3,"Short-lived"
2,13270,3,"Short-lived"
2,9927,3,"Short-lived"
2,9665,1,"Short-lived"
2,10281,4,"Short-lived"
2,51311,1,"Short-lived"
2,147548,1,"Short-lived"
2,157730,1,"Short-lived"
2,153315,1,"Short-lived"
2,166085,1,"Short-lived"
2,14446,1,"Short-lived"
2,13441,6,"Short-lived"
2,9700,1,"Short-lived"
2,53166,6,"Short-lived"
2,153735,1,"Short-lived"
2,47493,1,"Short-lived"
2,9638,1,"Short-lived"
2,10030,1,"Short-lived"
2,10029,1,"Short-lived"
2,9712,1,"Short-lived"
2,52190,2,"Short-lived"
2,52188,2,"Short-lived"
2,15408,1,"Short-lived"
2,50022,3,"Short-lived"
2,51955,2,"Short-lived"
2,157693,1,"Short-lived"
2,157694,1,"Short-lived"
2,15059,1,"Short-lived"
2,15323,2,"Short-lived"
2,20475,1,"Short-lived"
2,52589,6,"Short-lived"
2,46940,6,"Short-lived"
2,52588,6,"Short-lived"
2,15731,3,"Short-lived"
2,15040,2,"Short-lived"
2,15289,2,"Short-lived"
2,18086,1,"Short-lived"
2,156405,1,"Short-lived"
2,52582,6,"Short-lived"
2,17863,2,"Short-lived"
2,15073,2,"Short-lived"
2,15299,3,"Short-lived"
2,153026,1,"Short-lived"
2,17681,2,"Short-lived"
2,56851,2,"Short-lived"
2,160441,1,"Short-lived"
2,16656,2,"Short-lived"
2,153733,1,"Short-lived"
2,66776,4,"Short-lived"
2,159729,1,"Short-lived"
2,17448,2,"Short-lived"
2,68068,1,"Short-lived"
2,152848,1,"Short-lived"
2,153614,1,"Short-lived"
2,153786,1,"Short-lived"
2,62635,6,"Short-lived"
2,15039,2,"Short-lived"
2,62639,6,"Short-lived"
2,62538,4,"Short-lived"
2,15046,2,"Short-lived"
2,19392,3,"Short-lived"
2,14972,3,"Short-lived"
2,19859,2,"Short-lived"
2,19401,2,"Short-lived"
2,61941,3,"Short-lived"
2,69506,6,"Short-lived"
2,89233,6,"Short-lived"
2,15472,2,"Short-lived"
2,15025,2,"Short-lived"
2,18686,3,"Short-lived"
2,26989,3,"Short-lived"
2,20761,1,"Short-lived"
2,169783,2,"Short-lived"
2,169327,1,"Short-lived"
2,61820,4,"Short-lived"
2,23776,1,"Short-lived"
2,169780,2,"Short-lived"
2,25042,1,"Short-lived"
2,167976,1,"Short-lived"
2,20611,2,"Short-lived"
2,24214,1,"Short-lived"
2,62427,6,"Short-lived"
2,62528,3,"Short-lived"
2,25932,1,"Short-lived"
2,20733,1,"Short-lived"
2,33828,3,"Short-lived"
2,68624,1,"Short-lived"
2,20814,6,"Short-lived"
2,66848,4,"Short-lived"
2,68502,4,"Short-lived"
2,88745,6,"Short-lived"
2,68834,3,"Short-lived"
2,20602,1,"Short-lived"
2,23785,1,"Short-lived"
2,62626,4,"Short-lived"
2,137820,2,"Short-lived"
2,68778,4,"Short-lived"
2,39123,6,"Short-lived"
2,65673,1,"Short-lived"
2,67303,1,"Short-lived"
2,27739,1,"Short-lived"
2,62070,6,"Short-lived"
2,29658,5,"Short-lived"
2,27129,1,"Short-lived"
2,26533,5,"Short-lived"
2,26580,3,"Short-lived"
2,129331,2,"Short-lived"
2,89453,6,"Short-lived"
2,95538,6,"Short-lived"
2,26682,3,"Short-lived"
2,29922,1,"Short-lived"
2,29918,1,"Short-lived"
2,112112,4,"Short-lived"
2,32394,1,"Short-lived"
2,26400,1,"Short-lived"
2,30413,1,"Short-lived"
2,30412,1,"Short-lived"
2,28509,1,"Short-lived"
2,27303,5,"Short-lived"
2,47016,2,"Short-lived"
2,111024,4,"Short-lived"
2,29537,5,"Short-lived"
2,29536,5,"Short-lived"
2,72546,5,"Short-lived"
2,29534,5,"Short-lived"
2,29533,5,"Short-lived"
2,72003,1,"Short-lived"
2,28468,5,"Short-lived"
2,33504,2,"Short-lived"
2,73917,2,"Short-lived"
2,70575,1,"Short-lived"
2,77298,3,"Short-lived"
2,77297,3,"Short-lived"
2,33105,2,"Short-lived"
2,106140,6,"Short-lived"
2,108047,2,"Short-lived"
2,26714,6,"Short-lived"
2,107450,1,"Short-lived"
2,107451,1,"Short-lived"
2,107449,1,"Short-lived"
2,107447,4,"Short-lived"
2,30916,3,"Short-lived"
2,76085,3,"Short-lived"
2,76859,5,"Short-lived"
2,29704,1,"Short-lived"
2,28942,3,"Short-lived"
2,32982,2,"Short-lived"
2,37024,4,"Short-lived"
2,84450,6,"Short-lived"
2,157692,1,"Short-lived"
2,82468,4,"Short-lived"
2,30847,1,"Short-lived"
2,123501,1,"Short-lived"
2,29600,3,"Short-lived"
2,79685,1,"Short-lived"
2,162130,1,"Short-lived"
2,26669,1,"Short-lived"
2,158435,3,"Short-lived"
2,27253,1,"Short-lived"
2,29529,2,"Short-lived"
2,26577,1,"Short-lived"
2,80833,2,"Short-lived"
2,31366,1,"Short-lived"
2,125409,3,"Short-lived"
2,28264,5,"Short-lived"
2,26725,1,"Short-lived"
2,29605,3,"Short-lived"
2,27464,6,"Short-lived"
2,89232,6,"Short-lived"
2,26795,6,"Short-lived"
2,126004,3,"Short-lived"
2,88704,3,"Short-lived"
2,89318,1,"Short-lived"
2,88852,1,"Short-lived"
2,98386,6,"Short-lived"
2,90036,1,"Short-lived"
2,88857,1,"Short-lived"
2,33550,4,"Short-lived"
2,88856,1,"Short-lived"
2,93861,1,"Short-lived"
2,90248,1,"Short-lived"
2,90247,1,"Short-lived"
2,90246,6,"Short-lived"
2,97842,3,"Short-lived"
2,28370,1,"Short-lived"
2,88368,1,"Short-lived"
2,26719,1,"Short-lived"
2,129334,3,"Short-lived"
2,28971,1,"Short-lived"
2,26928,3,"Short-lived"
2,31119,5,"Short-lived"
2,129325,2,"Short-lived"
2,26384,5,"Short-lived"
2,26656,1,"Short-lived"
2,33017,6,"Short-lived"
2,88363,6,"Short-lived"
2,33629,5,"Short-lived"
2,33281,6,"Short-lived"
2,88366,3,"Short-lived"
2,90884,3,"Short-lived"
2,89428,3,"Short-lived"
2,40193,1,"Short-lived"
2,97241,3,"Short-lived"
2,88938,3,"Short-lived"
2,33234,2,"Short-lived"
2,88178,6,"Short-lived"
2,41749,1,"Short-lived"
2,46662,5,"Short-lived"
2,90480,6,"Short-lived"
2,91967,1,"Short-lived"
2,88746,6,"Short-lived"
2,132391,2,"Short-lived"
2,88744,6,"Short-lived"
2,89207,5,"Short-lived"
2,89209,5,"Short-lived"
2,93522,3,"Short-lived"
2,165165,1,"Short-lived"
2,94258,1,"Short-lived"
2,43629,1,"Short-lived"
2,88204,6,"Short-lived"
2,88205,6,"Short-lived"
2,38348,2,"Short-lived"
2,88209,3,"Short-lived"
2,89017,5,"Short-lived"
2,33385,2,"Short-lived"
2,91623,1,"Short-lived"
2,46853,6,"Short-lived"
2,125048,3,"Short-lived"
2,49640,5,"Short-lived"
2,48298,6,"Short-lived"
2,48299,6,"Short-lived"
2,95531,6,"Short-lived"
2,99588,2,"Short-lived"
2,49326,3,"Short-lived"
2,112110,4,"Short-lived"
2,100823,5,"Short-lived"
2,36251,4,"Short-lived"
2,100800,2,"Short-lived"
2,111587,5,"Short-lived"
2,100656,2,"Short-lived"
2,79814,4,"Short-lived"
2,140239,1,"Short-lived"
2,35234,5,"Short-lived"
2,33235,2,"Short-lived"
2,145927,1,"Short-lived"
2,100042,2,"Short-lived"
2,100245,5,"Short-lived"
2,33639,3,"Short-lived"
2,37801,4,"Short-lived"
2,71139,3,"Short-lived"
2,33502,2,"Short-lived"
2,34147,4,"Short-lived"
2,38002,2,"Short-lived"
2,37999,2,"Short-lived"
2,53338,2,"Short-lived"
2,51837,2,"Short-lived"
2,125765,3,"Short-lived"
2,99768,5,"Short-lived"
2,160997,1,"Short-lived"
2,47497,1,"Short-lived"
2,52632,4,"Short-lived"
2,167530,1,"Short-lived"
2,107446,2,"Short-lived"
2,160944,1,"Short-lived"
2,33380,2,"Short-lived"
2,106045,5,"Short-lived"
2,33121,4,"Short-lived"
2,153031,1,"Short-lived"
2,102607,6,"Short-lived"
2,36934,2,"Short-lived"
2,114451,1,"Short-lived"
2,112709,1,"Short-lived"
2,118689,1,"Short-lived"
2,153839,1,"Short-lived"
2,33839,3,"Short-lived"
2,113677,1,"Short-lived"
2,129317,3,"Short-lived"
2,34065,4,"Short-lived"
2,79593,4,"Short-lived"
2,129384,2,"Short-lived"
2,129312,3,"Short-lived"
2,153944,1,"Short-lived"
2,163483,1,"Short-lived"
2,55029,1,"Short-lived"
2,153849,1,"Short-lived"
2,134862,2,"Short-lived"
