"Clusters_version","CloneClassID","NumberOfVersions","GroupName"
1,34060,1,"Short-lived"
1,45928,1,"Short-lived"
1,20025,2,"Short-lived"
1,53330,1,"Short-lived"
1,46172,1,"Short-lived"
1,32464,1,"Short-lived"
1,36134,1,"Short-lived"
1,77837,1,"Short-lived"
1,33662,1,"Short-lived"
1,77833,1,"Short-lived"
1,34851,1,"Short-lived"
1,34715,1,"Short-lived"
1,6385,1,"Short-lived"
1,125804,1,"Short-lived"
1,37262,1,"Short-lived"
1,35120,2,"Short-lived"
1,14228,2,"Short-lived"
1,34325,1,"Short-lived"
1,74658,1,"Short-lived"
1,74657,1,"Short-lived"
1,147481,2,"Short-lived"
1,39488,1,"Short-lived"
1,4659,1,"Short-lived"
1,43657,1,"Short-lived"
1,36019,1,"Short-lived"
1,131,1,"Short-lived"
1,14652,2,"Short-lived"
1,156739,1,"Short-lived"
1,159201,1,"Short-lived"
1,31602,2,"Short-lived"
1,154707,2,"Short-lived"
1,7097,1,"Short-lived"
1,878,1,"Short-lived"
1,44740,1,"Short-lived"
1,31634,2,"Short-lived"
1,5371,2,"Short-lived"
1,88172,1,"Short-lived"
1,93639,1,"Short-lived"
1,83782,1,"Short-lived"
1,44862,1,"Short-lived"
1,34077,1,"Short-lived"
1,80981,1,"Short-lived"
1,83150,2,"Short-lived"
1,64832,1,"Short-lived"
1,65148,1,"Short-lived"
1,52377,1,"Short-lived"
1,31506,1,"Short-lived"
1,32168,1,"Short-lived"
1,52369,1,"Short-lived"
1,52364,1,"Short-lived"
1,97359,2,"Short-lived"
1,34716,1,"Short-lived"
1,33797,1,"Short-lived"
1,7066,1,"Short-lived"
1,89752,2,"Short-lived"
1,89677,2,"Short-lived"
1,747,1,"Short-lived"
1,745,1,"Short-lived"
1,688,1,"Short-lived"
1,35275,2,"Short-lived"
1,677,1,"Short-lived"
1,52354,1,"Short-lived"
1,7376,1,"Short-lived"
1,5460,1,"Short-lived"
1,56088,1,"Short-lived"
1,33128,1,"Short-lived"
1,32105,1,"Short-lived"
1,32039,1,"Short-lived"
1,20564,2,"Short-lived"
1,67034,1,"Short-lived"
1,89006,2,"Short-lived"
1,12376,2,"Short-lived"
1,56880,1,"Short-lived"
1,35285,2,"Short-lived"
1,7117,1,"Short-lived"
1,44942,1,"Short-lived"
1,45270,2,"Short-lived"
1,110259,2,"Short-lived"
1,45509,1,"Short-lived"
1,62755,2,"Short-lived"
1,98246,1,"Short-lived"
1,110116,1,"Short-lived"
1,16311,2,"Short-lived"
1,105551,2,"Short-lived"
1,65152,1,"Short-lived"
1,52808,2,"Short-lived"
1,46169,1,"Short-lived"
1,33124,1,"Short-lived"
1,57583,1,"Short-lived"
1,33122,1,"Short-lived"
1,33121,1,"Short-lived"
1,33120,1,"Short-lived"
1,66552,1,"Short-lived"
1,35168,1,"Short-lived"
1,115385,1,"Short-lived"
1,33228,1,"Short-lived"
1,49400,2,"Short-lived"
1,52078,1,"Short-lived"
1,52016,1,"Short-lived"
1,45917,2,"Short-lived"
1,35025,2,"Short-lived"
1,62652,1,"Short-lived"
1,53191,1,"Short-lived"
1,35011,2,"Short-lived"
1,35012,2,"Short-lived"
1,38178,1,"Short-lived"
1,115360,1,"Short-lived"
1,115335,1,"Short-lived"
1,46922,2,"Short-lived"
1,67928,1,"Short-lived"
1,45967,1,"Short-lived"
1,45911,1,"Short-lived"
1,184,2,"Short-lived"
1,12404,2,"Short-lived"
1,55989,1,"Short-lived"
1,49327,2,"Short-lived"
1,49324,2,"Short-lived"
1,49322,2,"Short-lived"
1,46426,1,"Short-lived"
1,116231,1,"Short-lived"
1,46710,1,"Short-lived"
1,119176,1,"Short-lived"
1,119181,1,"Short-lived"
1,45239,1,"Short-lived"
1,32434,1,"Short-lived"
1,39671,2,"Short-lived"
1,21609,2,"Short-lived"
1,21608,2,"Short-lived"
1,113840,2,"Short-lived"
1,77836,1,"Short-lived"
1,46026,1,"Short-lived"
1,39258,2,"Short-lived"
1,76876,2,"Short-lived"
1,32086,1,"Short-lived"
1,53864,1,"Short-lived"
1,125659,1,"Short-lived"
1,54064,1,"Short-lived"
1,125635,1,"Short-lived"
1,32439,1,"Short-lived"
1,125632,1,"Short-lived"
1,125627,1,"Short-lived"
1,125631,1,"Short-lived"
1,125629,1,"Short-lived"
1,56243,1,"Short-lived"
1,32339,1,"Short-lived"
1,53386,1,"Short-lived"
1,125621,1,"Short-lived"
1,125618,1,"Short-lived"
1,125617,1,"Short-lived"
1,52586,2,"Short-lived"
1,7094,1,"Short-lived"
1,38256,1,"Short-lived"
1,52584,2,"Short-lived"
1,113812,1,"Short-lived"
1,46512,2,"Short-lived"
1,52582,2,"Short-lived"
1,46163,1,"Short-lived"
1,5547,1,"Short-lived"
1,119,1,"Short-lived"
1,5544,1,"Short-lived"
1,14536,2,"Short-lived"
1,36149,1,"Short-lived"
1,5556,1,"Short-lived"
1,5557,1,"Short-lived"
1,44373,1,"Short-lived"
1,7082,1,"Short-lived"
1,5558,1,"Short-lived"
1,43554,1,"Short-lived"
1,52070,1,"Short-lived"
1,35130,2,"Short-lived"
1,3983,2,"Short-lived"
1,52062,1,"Short-lived"
1,6055,1,"Short-lived"
1,21526,2,"Short-lived"
1,52000,1,"Short-lived"
1,81336,2,"Short-lived"
1,125643,1,"Short-lived"
1,64567,2,"Short-lived"
1,14001,2,"Short-lived"
1,35298,2,"Short-lived"
1,139386,2,"Short-lived"
1,51868,1,"Short-lived"
1,35238,1,"Short-lived"
1,35058,1,"Short-lived"
1,53816,1,"Short-lived"
1,59752,1,"Short-lived"
1,6115,1,"Short-lived"
1,129198,1,"Short-lived"
1,34543,1,"Short-lived"
1,34542,1,"Short-lived"
1,56887,2,"Short-lived"
1,34534,1,"Short-lived"
1,54096,1,"Short-lived"
1,54095,1,"Short-lived"
1,46428,1,"Short-lived"
1,56879,1,"Short-lived"
1,56878,1,"Short-lived"
1,56877,1,"Short-lived"
1,47391,1,"Short-lived"
1,110258,2,"Short-lived"
1,56875,1,"Short-lived"
1,80781,1,"Short-lived"
1,32446,1,"Short-lived"
1,773,1,"Short-lived"
1,46096,1,"Short-lived"
1,46101,1,"Short-lived"
1,53985,1,"Short-lived"
1,46680,1,"Short-lived"
1,34425,2,"Short-lived"
1,44225,1,"Short-lived"
1,126167,1,"Short-lived"
1,53250,1,"Short-lived"
1,118093,1,"Short-lived"
1,56793,1,"Short-lived"
1,56372,1,"Short-lived"
1,46118,1,"Short-lived"
1,56418,1,"Short-lived"
1,1091,1,"Short-lived"
1,53802,1,"Short-lived"
1,53800,1,"Short-lived"
1,53781,1,"Short-lived"
1,37094,2,"Short-lived"
1,46134,1,"Short-lived"
1,13459,2,"Short-lived"
1,53726,1,"Short-lived"
1,20116,2,"Short-lived"
1,90107,2,"Short-lived"
1,46145,1,"Short-lived"
1,46146,1,"Short-lived"
1,53574,1,"Short-lived"
1,38620,1,"Short-lived"
1,45915,1,"Short-lived"
1,13274,2,"Short-lived"
1,12967,2,"Short-lived"
1,33397,1,"Short-lived"
1,53505,1,"Short-lived"
1,46708,1,"Short-lived"
1,46157,1,"Short-lived"
1,4630,1,"Short-lived"
1,34962,2,"Short-lived"
1,54094,1,"Short-lived"
1,34957,2,"Short-lived"
1,43955,1,"Short-lived"
1,72346,1,"Short-lived"
1,53339,1,"Short-lived"
1,53335,1,"Short-lived"
1,83781,1,"Short-lived"
1,39923,1,"Short-lived"
1,20867,2,"Short-lived"
1,53299,1,"Short-lived"
1,45409,1,"Short-lived"
1,74504,2,"Short-lived"
1,53309,1,"Short-lived"
1,3456,1,"Short-lived"
1,94700,1,"Short-lived"
1,45237,1,"Short-lived"
1,53278,1,"Short-lived"
1,147476,2,"Short-lived"
1,73930,1,"Short-lived"
1,64506,1,"Short-lived"
1,151090,1,"Short-lived"
1,149439,2,"Short-lived"
1,53224,1,"Short-lived"
1,53218,1,"Short-lived"
1,53223,1,"Short-lived"
1,147477,2,"Short-lived"
1,147473,2,"Short-lived"
1,147472,2,"Short-lived"
1,52481,1,"Short-lived"
1,152431,1,"Short-lived"
1,53192,1,"Short-lived"
1,52585,2,"Short-lived"
1,113678,1,"Short-lived"
1,53156,1,"Short-lived"
1,53123,1,"Short-lived"
1,53136,1,"Short-lived"
1,53129,1,"Short-lived"
1,162090,1,"Short-lived"
1,165035,1,"Short-lived"
1,160620,1,"Short-lived"
1,67025,1,"Short-lived"
1,45869,1,"Short-lived"
1,31722,1,"Short-lived"
1,32445,1,"Short-lived"
1,32147,1,"Short-lived"
1,43659,1,"Short-lived"
1,33553,1,"Short-lived"
1,46340,2,"Short-lived"
1,33551,1,"Short-lived"
1,47333,2,"Short-lived"
1,53143,1,"Short-lived"
1,53135,1,"Short-lived"
1,54330,2,"Short-lived"
1,34568,1,"Short-lived"
1,34566,1,"Short-lived"
1,34562,1,"Short-lived"
1,39306,1,"Short-lived"
1,35802,1,"Short-lived"
1,46666,1,"Short-lived"
1,139608,2,"Short-lived"
1,36955,1,"Short-lived"
1,80990,1,"Short-lived"
1,80965,1,"Short-lived"
1,46477,2,"Short-lived"
1,53885,1,"Short-lived"
1,6118,1,"Short-lived"
1,44360,1,"Short-lived"
1,65116,1,"Short-lived"
1,53352,1,"Short-lived"
1,87099,2,"Short-lived"
1,53277,1,"Short-lived"
1,53229,1,"Short-lived"
1,59288,2,"Short-lived"
1,53128,1,"Short-lived"
1,44884,1,"Short-lived"
1,46504,2,"Short-lived"
1,34518,1,"Short-lived"
1,31700,1,"Short-lived"
1,47392,1,"Short-lived"
1,6529,1,"Short-lived"
1,45411,1,"Short-lived"
1,54076,1,"Short-lived"
1,110257,2,"Short-lived"
1,56873,1,"Short-lived"
1,83141,2,"Short-lived"
1,35262,2,"Short-lived"
1,32433,1,"Short-lived"
1,52807,2,"Short-lived"
1,105553,2,"Short-lived"
1,64505,1,"Short-lived"
1,111363,1,"Short-lived"
1,33123,1,"Short-lived"
1,94584,2,"Short-lived"
1,89736,2,"Short-lived"
1,62881,2,"Short-lived"
1,32411,1,"Short-lived"
1,84463,2,"Short-lived"
1,84454,2,"Short-lived"
1,115377,1,"Short-lived"
1,43664,1,"Short-lived"
1,83155,2,"Short-lived"
1,43729,1,"Short-lived"
1,46847,1,"Short-lived"
1,52617,2,"Short-lived"
1,94263,2,"Short-lived"
1,83145,2,"Short-lived"
1,83146,2,"Short-lived"
1,75393,1,"Short-lived"
1,43229,1,"Short-lived"
1,54411,1,"Short-lived"
1,46573,1,"Short-lived"
1,44557,1,"Short-lived"
1,46153,1,"Short-lived"
1,84204,2,"Short-lived"
1,33422,1,"Short-lived"
1,45914,1,"Short-lived"
1,49410,2,"Short-lived"
1,33417,1,"Short-lived"
1,63616,1,"Short-lived"
1,34965,2,"Short-lived"
1,53441,1,"Short-lived"
1,34961,2,"Short-lived"
1,46709,1,"Short-lived"
1,64834,1,"Short-lived"
1,49942,1,"Short-lived"
1,48014,2,"Short-lived"
1,6140,1,"Short-lived"
1,20026,2,"Short-lived"
1,93640,1,"Short-lived"
1,64496,2,"Short-lived"
1,39922,1,"Short-lived"
1,53294,1,"Short-lived"
1,53293,1,"Short-lived"
1,55982,2,"Short-lived"
1,94706,2,"Short-lived"
1,53289,1,"Short-lived"
1,52360,1,"Short-lived"
1,54100,1,"Short-lived"
1,32592,1,"Short-lived"
1,12853,2,"Short-lived"
1,32207,1,"Short-lived"
1,35359,2,"Short-lived"
1,706,1,"Short-lived"
1,45495,2,"Short-lived"
1,45968,1,"Short-lived"
1,7125,1,"Short-lived"
1,64085,1,"Short-lived"
1,7110,1,"Short-lived"
1,50757,2,"Short-lived"
1,46540,2,"Short-lived"
1,7104,1,"Short-lived"
1,20034,2,"Short-lived"
1,46180,1,"Short-lived"
1,159749,1,"Short-lived"
1,21601,2,"Short-lived"
1,130,1,"Short-lived"
1,5554,1,"Short-lived"
1,120,1,"Short-lived"
1,83679,1,"Short-lived"
1,7087,1,"Short-lived"
1,7089,1,"Short-lived"
1,45241,2,"Short-lived"
1,45240,2,"Short-lived"
1,31720,1,"Short-lived"
1,52578,2,"Short-lived"
1,52577,2,"Short-lived"
1,65096,1,"Short-lived"
1,80978,1,"Short-lived"
1,5559,1,"Short-lived"
1,45931,1,"Short-lived"
1,52086,1,"Short-lived"
1,32447,1,"Short-lived"
1,7070,1,"Short-lived"
1,35980,1,"Short-lived"
1,64561,1,"Short-lived"
1,52365,1,"Short-lived"
1,46752,2,"Short-lived"
1,52359,1,"Short-lived"
1,52362,1,"Short-lived"
1,45922,1,"Short-lived"
1,52358,1,"Short-lived"
1,43666,1,"Short-lived"
1,125630,1,"Short-lived"
1,52356,1,"Short-lived"
1,45966,1,"Short-lived"
1,4362,2,"Short-lived"
1,45969,1,"Short-lived"
1,35144,2,"Short-lived"
1,1210,2,"Short-lived"
1,21325,2,"Short-lived"
1,46659,1,"Short-lived"
1,46529,1,"Short-lived"
1,35310,2,"Short-lived"
1,45374,1,"Short-lived"
1,45375,1,"Short-lived"
1,35299,1,"Short-lived"
1,99847,2,"Short-lived"
1,101809,1,"Short-lived"
1,75225,1,"Short-lived"
1,64643,1,"Short-lived"
1,35156,1,"Short-lived"
1,56876,1,"Short-lived"
1,39514,1,"Short-lived"
1,73386,1,"Short-lived"
1,54066,1,"Short-lived"
1,16312,2,"Short-lived"
1,46430,1,"Short-lived"
1,46177,2,"Short-lived"
1,32851,1,"Short-lived"
1,113680,1,"Short-lived"
1,56884,2,"Short-lived"
1,68935,1,"Short-lived"
