"CloneClassID","SiblingCount","Avg_CloneLineCount","Diff_CloneLineCount","Avg_TokenCount","Diff_TokenCount","CloneType","Avg_DirectoryDistance","Max_DirectoryDistance","Avg_EditDistance","Max_EditDistance","Avg_LineCount","Diff_LineCount","Avg_LineCodeCount","Diff_LineCodeCount","Avg_LineCodeDeclCount","Diff_LineCodeDeclCount","Avg_LineCodeExeCount","Diff_LineCodeExeCount","Avg_StmtCount","Diff_StmtCount","Avg_StmtDeclCount","Diff_StmtDeclCount","Avg_StmtExeCount","Diff_StmtExeCount","Avg_RatioLineCount","Diff_RatioLineCount","Avg_RatioLineCodeCount","Diff_RatioLineCodeCount","Avg_RatioLineCodeDeclCount","Diff_RatioLineCodeDeclCount","Avg_RatioLineCodeExeCount","Diff_RatioLineCodeExeCount","Avg_RatioStmtCount","Diff_RatioStmtCount","Avg_RatioStmtDeclCount","Diff_RatioStmtDeclCount","Avg_RatioStmtExeCount","Diff_RatioStmtExeCount","Avg_FanOut","Diff_FanOut","Avg_FanIn","Diff_FanIn","Avg_Cyclomatic","Diff_Cyclomatic","Avg_CyclomaticModified","Diff_CyclomaticModified","Avg_CyclomaticStrict","Diff_CyclomaticStrict","Avg_Essential","Diff_Essential","Avg_MaxNesting","Diff_MaxNesting","Avg_CountLineComment","Diff_CountLineComment","Avg_RatioCommentToCode","Diff_RatioCommentToCode","Avg_Churn","Diff_Churn","Avg_LineAdded","Diff_LineAdded","Avg_LineDeleted","Diff_LineDeleted","Avg_CommitCount","Diff_CommitCount","Avg_DeveloperCount","Diff_DeveloperCount","Avg_MajorDeveloperCount","Diff_MajorDeveloperCount","Avg_FixCommitCount","Diff_FixCommitCount","Avg_NewFeatureCommitCount","Diff_NewFeatureCommitCount","Avg_ImproveCommitCount","Diff_ImproveCommitCount"
25,1,16,10,147.5,85,"Type_3",0,0,451,451,21,10,17,8,5,0,15,8,16,8,5,0,11,8,1.34632034632035,0.216450216450216,1.34632034632035,0.216450216450216,0.346320346320346,0.216450216450216,0.952380952380952,0.0952380952380952,1.02164502164502,0.138528138528139,0.346320346320346,0.216450216450216,0.675324675324675,0.0779220779220779,8,0,5,0,1,0,1,0,1,0,1,0,0,0,1,2,0.05,0.1,31,12,24,10,7,2,3,0,1,0,1,0,0,0,0,0,3,0
26,1,17,0,102,0,"Type_2",0,0,51,51,26,0,20,0,4,0,14,0,16,0,5,0,11,0,1.52941176470588,0,1.52941176470588,0,0.235294117647059,0,0.823529411764706,0,0.941176470588235,0,0.235294117647059,0,0.647058823529412,0,9,0,1.5,1,5,0,5,0,5.5,1,1,0,1,0,6,0,0.3,0,24,0,22,0,2,0,2,0,1,0,1,0,0,0,2,0,0,0
38,3,15.25,5,134,48,"Type_3",0,0,73.67,442,27.25,8,22.5,6,5,0,20.5,6,21.5,6,5,0,16.5,6,1.79135338345865,0.120300751879699,1.79135338345865,0.120300751879699,0.333646616541353,0.0939849624060151,1.3468045112782,0.0413533834586466,1.41353383458647,0.0601503759398496,0.333646616541353,0.0939849624060151,1.07988721804511,0.0338345864661656,8,0,5,0,1,0,1,0,1,0,1,0,0,0,3,2,0.1325,0.05,43,16,32.75,11,10.25,5,3,0,1,0,1,0,0,0,0,0,3,0
39,1,29,2,113,12,"Type_3",0,0,114,114,79,4,78,4,3.5,1,58.5,3,36.5,3,3.5,1,33,2,2.725,0.0499999999999998,2.725,0.0499999999999998,0.120238095238095,0.0261904761904762,2.01785714285714,0.0357142857142856,1.25833333333333,0.0166666666666666,0.120238095238095,0.0261904761904762,1.13809523809524,0.00952380952380949,10.5,1,20.5,1,28.5,1,14,0,28.5,1,6,0,4,0,1,0,0.01,0,86,4,83,4,3,0,2,0,2,0,2,0,0,0,1,0,1,0
40,1,15,0,162,0,"Type_2",0,0,24,24,27,2,18,2,7,0,12.5,1,17.5,1,9,0,8.5,1,1.8,0.133333333333333,1.8,0.133333333333333,0.466666666666667,0,0.833333333333333,0.0666666666666667,1.16666666666667,0.0666666666666667,0.466666666666667,0,0.566666666666667,0.0666666666666667,12.5,1,3,0,4.5,1,4.5,1,4.5,1,1,0,2,0,9,0,0.5,0.0600000000000001,19,2,19,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0
44,1,44.5,1,217.5,3,"Type_3",0,0,81,81,53,2,42.5,1,11,0,32.5,1,30.5,1,11,0,19.5,1,1.19090909090909,0.0181818181818181,1.19090909090909,0.0181818181818181,0.247222222222222,0.00555555555555556,0.73030303030303,0.00606060606060599,0.685353535353535,0.00707070707070712,0.247222222222222,0.00555555555555556,0.438131313131313,0.0126262626262626,18.5,1,7,0,8,0,8,0,8,0,3,0,4,0,7,0,0.165,0.01,18,0,3,0,15,0,1,0,1,0,1,0,0,0,0,0,1,0
46,1,13.5,5,127.5,45,"Type_3",0,0,328,328,24.5,17,20,14,5,0,18,14,19,14,5,0,14,14,1.75852272727273,0.607954545454545,1.75852272727273,0.607954545454545,0.383522727272727,0.142045454545455,1.28125,0.5625,1.35795454545455,0.534090909090909,0.383522727272727,0.142045454545455,0.974431818181818,0.676136363636364,8,0,5,0,1,0,1,0,1,0,1,0,0,0,2.5,3,0.115,0.07,39,28,29.5,21,9.5,7,3,0,1,0,1,0,0,0,0,0,3,0
56,3,15.75,5,151.75,45,"Type_3",0,0,48.5,291,30.25,19,25,16,5,0,23,16,24,16,5,0,19,16,1.87745098039216,0.725490196078431,1.87745098039216,0.725490196078431,0.324754901960784,0.122549019607843,1.4203431372549,0.67156862745098,1.48529411764706,0.647058823529412,0.324754901960784,0.122549019607843,1.16053921568627,0.769607843137255,8,0,5,0,1,0,1,0,1,0,1,0,0,0,4,4,0.1475,0.09,49,32,37,24,12,8,3,0,1,0,1,0,0,0,0,0,3,0
69,2,15.6666666666667,5,138.666666666667,44,"Type_3",0,0,128,384,27.6666666666667,8,23,6,5,0,21,6,22,6,5,0,17,6,1.76942355889724,0.0488721804511278,1.76942355889724,0.0488721804511278,0.325814536340852,0.0939849624060151,1.34335839598998,0.0413533834586466,1.40852130325815,0.0601503759398496,0.325814536340852,0.0939849624060151,1.08270676691729,0.0338345864661656,8,0,5,0,1,0,1,0,1,0,1,0,0,0,3.33333333333333,1,0.143333333333333,0.00999999999999998,45,12,34,9,11,3,3,0,1,0,1,0,0,0,0,0,3,0
71,2,15.3333333333333,5,148,45,"Type_3",0,0,116,348,22,9,18.3333333333333,8,5,0,16.3333333333333,8,17.3333333333333,8,5,0,12.3333333333333,8,1.42483660130719,0.137254901960784,1.42483660130719,0.137254901960784,0.334967320261438,0.122549019607843,1.05065359477124,0.200980392156863,1.11764705882353,0.176470588235294,0.334967320261438,0.122549019607843,0.782679738562091,0.299019607843137,8,0,5,0,1,0,1,0,1,0,1,0,0,0,2.33333333333333,2,0.12,0.06,35.6666666666667,16,27,12,8.66666666666667,4,3,0,1,0,1,0,0,0,0,0,3,0
77,4,15,5,145,45,"Type_3",0,0,37.1,371,31,10,25.8,8,5,0,23.8,8,24.8,8,5,0,19.8,8,2.06862745098039,0.024509803921569,2.06862745098039,0.024509803921569,0.343137254901961,0.122549019607843,1.58627450980392,0.00490196078431371,1.65490196078431,0.0196078431372551,0.343137254901961,0.122549019607843,1.31176470588235,0.102941176470588,8,0,5,0,1,0,1,0,1,0,1,0,0,0,4.2,2,0.158,0.03,50.6,16,38.2,12,12.4,4,3,0,1,0,1,0,0,0,0,0,3,0
78,1,14.5,5,140.5,45,"Type_3",0,0,284,284,25,0,21,0,5,0,19,0,20,0,5,0,15,0,1.77696078431373,0.612745098039216,1.77696078431373,0.612745098039216,0.355392156862745,0.122549019607843,1.35049019607843,0.465686274509804,1.42156862745098,0.490196078431373,0.355392156862745,0.122549019607843,1.06617647058824,0.367647058823529,8,0,5,0,1,0,1,0,1,0,1,0,0,0,3,0,0.14,0,41,0,31,0,10,0,3,0,1,0,1,0,0,0,0,0,3,0
79,1,13,0,111,0,"Type_2",0,0,20,20,13,0,11,0,6,0,9,0,10,0,6,0,4,0,1,0,1,0,0.461538461538462,0,0.692307692307692,0,0.769230769230769,0,0.461538461538462,0,0.307692307692308,0,8,0,5,0,1,0,1,0,1,0,1,0,0,0,1,0,0.09,0,21,0,16,0,5,0,3,0,1,0,1,0,0,0,0,0,3,0
80,1,12,0,111,8,"Type_3",0,0,56,56,13,0,11,0,6,0,9,0,10,0,6,0,4,0,1.08333333333333,0,1.08333333333333,0,0.5,0,0.75,0,0.833333333333333,0,0.5,0,0.333333333333333,0,8.5,1,5,0,1,0,1,0,1,0,1,0,0,0,1,0,0.09,0,19,4,15,2,4,2,3,0,1,0,1,0,0,0,0,0,3,0
81,1,12,0,111,8,"Type_3",0,0,37,37,13,0,11,0,6,0,9,0,10,0,6,0,4,0,1.08333333333333,0,1.08333333333333,0,0.5,0,0.75,0,0.833333333333333,0,0.5,0,0.333333333333333,0,8.5,1,5,0,1,0,1,0,1,0,1,0,0,0,1,0,0.09,0,19,4,15,2,4,2,3,0,1,0,1,0,0,0,0,0,3,0
82,1,26,0,137,0,"Type_2",0,0,23,23,47,0,18,0,9,0,11,0,13,0,7,0,6,0,1.80769230769231,0,1.80769230769231,0,0.346153846153846,0,0.423076923076923,0,0.5,0,0.346153846153846,0,0.230769230769231,0,11,0,6,0,3,0,3,0,3,0,1,0,2,0,25,0,1.39,0,18,0,18,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
91,1,16,0,138,0,"Type_2",0,0,18,18,16,0,13,0,5,0,11,0,12,0,5,0,7,0,1,0,1,0,0.3125,0,0.6875,0,0.75,0,0.3125,0,0.4375,0,8,0,5,0,1,0,1,0,1,0,1,0,0,0,1,0,0.08,0,23,0,18,0,5,0,3,0,1,0,1,0,0,0,0,0,3,0
94,2,15,0,135.333333333333,4,"Type_3",0,0,14.67,44,16,0,13,0,5,0,11,0,12,0,5,0,7,0,1.06666666666667,0,1.06666666666667,0,0.333333333333333,0,0.733333333333333,0,0.8,0,0.333333333333333,0,0.466666666666667,0,8.33333333333333,1,5,0,1,0,1,0,1,0,1,0,0,0,1,0,0.08,0,22.3333333333333,2,17.6666666666667,1,4.66666666666667,1,3,0,1,0,1,0,0,0,0,0,3,0
102,3,15,0,134,0,"Type_2",0,0,7.17,43,16,0,13,0,5,0,11,0,12,0,5,0,7,0,1.06666666666667,0,1.06666666666667,0,0.333333333333333,0,0.733333333333333,0,0.8,0,0.333333333333333,0,0.466666666666667,0,8,0,5,0,1,0,1,0,1,0,1,0,0,0,1,0,0.08,0,23,0,18,0,5,0,3,0,1,0,1,0,0,0,0,0,3,0
104,2,16,0,139.333333333333,4,"Type_3",0,0,12.67,38,16,0,13,0,5,0,11,0,12,0,5,0,7,0,1,0,1,0,0.3125,0,0.6875,0,0.75,0,0.3125,0,0.4375,0,8.33333333333333,1,5,0,1,0,1,0,1,0,1,0,0,0,1,0,0.08,0,22.3333333333333,2,17.6666666666667,1,4.66666666666667,1,3,0,1,0,1,0,0,0,0,0,3,0
105,1,16,0,138,0,"Type_2",0,0,28,28,16,0,13,0,5,0,11,0,12,0,5,0,7,0,1,0,1,0,0.3125,0,0.6875,0,0.75,0,0.3125,0,0.4375,0,8,0,5,0,1,0,1,0,1,0,1,0,0,0,1,0,0.08,0,23,0,18,0,5,0,3,0,1,0,1,0,0,0,0,0,3,0
158,1,32,0,232,0,"Type_2",0,0,78,78,280,0,244,0,69,0,191,0,180,0,68,0,112,0,8.75,0,8.75,0,2.15625,0,5.96875,0,5.625,0,2.15625,0,3.5,0,49,0,43,0,51,0,51,0,69,0,1,0,5,0,27,0,0.11,0,10,0,8,0,2,0,1,0,1,0,1,0,0,0,0,0,1,0
159,1,15,0,107,0,"Type_2",0,0,76,76,280,0,244,0,69,0,191,0,180,0,68,0,112,0,18.6666666666667,0,18.6666666666667,0,4.6,0,12.7333333333333,0,12,0,4.6,0,7.46666666666667,0,49,0,43,0,51,0,51,0,69,0,1,0,5,0,27,0,0.11,0,10,0,8,0,2,0,1,0,1,0,1,0,0,0,0,0,1,0
160,1,13.5,1,130.5,17,"Type_3",0,0,155,155,13.5,1,13.5,1,4,0,11.5,1,12.5,1,4,0,8.5,1,1,0,1,0,0.296703296703297,0.021978021978022,0.851648351648352,0.0109890109890109,0.925824175824176,0.00549450549450547,0.296703296703297,0.021978021978022,0.629120879120879,0.0274725274725275,10,0,5,0,1,0,1,0,1,0,1,0,0,0,0.5,1,0.04,0.08,19.5,1,16.5,1,3,0,2,0,1,0,1,0,0,0,0,0,2,0
161,1,13,2,123.5,31,"Type_3",0,0,152,152,13,2,13,2,4,0,11,2,12,2,4,0,8,2,1,0,1,0,0.30952380952381,0.0476190476190476,0.845238095238095,0.0238095238095237,0.922619047619048,0.011904761904762,0.30952380952381,0.0476190476190476,0.613095238095238,0.0595238095238095,10,0,5,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,19,2,16,2,3,0,2,0,1,0,1,0,0,0,0,0,2,0
165,1,20,0,107,0,"Type_1",0,0,48,48,59,16,45.5,9,14.5,5,34.5,7,27.5,7,10,4,17.5,3,2.95,0.8,2.95,0.8,0.725,0.25,1.725,0.35,1.375,0.35,0.725,0.25,0.875,0.15,21.5,5,14,2,5.5,1,5.5,1,5.5,1,1,0,2,0,8,4,0.175,0.05,37,8,37,8,0,0,1,0,1,0,1,0,0,0,1,0,0,0
176,1,68,0,233,0,"Type_1",16,16,0,0,86,0,40,0,9,0,32,0,24,0,7,0,17,0,1.26470588235294,0,1.26470588235294,0,0.132352941176471,0,0.470588235294118,0,0.352941176470588,0,0.132352941176471,0,0.25,0,12,0,10,0,8,0,8,0,8,0,6,0,1,0,32,0,0.8,0,44,0,44,0,1,2,1,0,1,0,1,0,0,0,1,0,0,0
177,1,14,0,107,0,"Type_1",0,0,6,6,14,0,14,0,4,0,10,0,10,0,4,0,6,0,1,0,1,0,0.285714285714286,0,0.714285714285714,0,0.714285714285714,0,0.285714285714286,0,0.428571428571429,0,10,0,7,0,3,0,3,0,3,0,1,0,2,0,0,0,0,0,20,0,18,0,5,0,2,0,1,0,1,0,0,0,1,0,1,0
184,1,21,0,107,0,"Type_1",0,0,31,31,100,40,82,30,13,4,64.5,21,60.5,21,17,10,43.5,11,4.76190476190476,1.90476190476191,4.76190476190476,1.90476190476191,0.619047619047619,0.19047619047619,3.07142857142857,1,2.88095238095238,1,0.619047619047619,0.19047619047619,2.07142857142857,0.523809523809524,15,6,4.5,1,6,2,6,2,6,2,1,0,1,0,6,4,0.07,0.02,87.5,31,87.5,31,0,0,1,0,1,0,1,0,1,0,0,0,0,0
185,1,41,0,255,0,"Type_1",0,0,5,5,100,40,82,30,13,4,64.5,21,60.5,21,17,10,43.5,11,2.4390243902439,0.975609756097561,2.4390243902439,0.975609756097561,0.317073170731707,0.0975609756097561,1.57317073170732,0.51219512195122,1.47560975609756,0.51219512195122,0.317073170731707,0.0975609756097561,1.0609756097561,0.268292682926829,15,6,4.5,1,6,2,6,2,6,2,1,0,1,0,6,4,0.07,0.02,87.5,31,87.5,31,0,0,1,0,1,0,1,0,1,0,0,0,0,0
187,1,21,0,162,0,"Type_1",4,4,0,0,28,0,20,0,7,0,16,0,18,0,8,0,10,0,1.33333333333333,0,1.33333333333333,0,0.333333333333333,0,0.761904761904762,0,0.857142857142857,0,0.333333333333333,0,0.476190476190476,0,14,0,3.5,1,3,0,3,0,3,0,1,0,2,0,7,0,0.35,0,21,0,21,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0
194,1,15.5,1,110,0,"Type_1",0,0,117,117,25,4,22.5,1,5,0,16.5,1,15.5,1,5,0,10.5,1,1.61041666666667,0.154166666666667,1.61041666666667,0.154166666666667,0.322916666666667,0.0208333333333333,1.06458333333333,0.00416666666666665,1,0,0.322916666666667,0.0208333333333333,0.677083333333333,0.0208333333333334,13.5,1,4.5,3,5,0,5,0,5,0,1,0,3.5,1,2.5,3,0.11,0.12,14,4,10,2,6,2,2,0,1.5,1,1.5,1,0,0,0,0,2,0
196,1,27,0,156,0,"Type_1",0,0,16,16,27,0,22,0,5,0,15,0,15,0,5,0,10,0,1,0,1,0,0.185185185185185,0,0.555555555555556,0,0.555555555555556,0,0.185185185185185,0,0.37037037037037,0,9,0,5,0,6,0,6,0,7,0,3,0,2,0,2,0,0.09,0,25,0,25,0,2,0,1,0,1,0,1,0,0,0,0,0,1,0
197,1,17,0,125,0,"Type_1",0,0,12,12,17,0,15,0,4,0,10,0,11,0,3,0,8,0,1,0,1,0,0.235294117647059,0,0.588235294117647,0,0.647058823529412,0,0.235294117647059,0,0.470588235294118,0,11,0,7,0,3,0,3,0,3,0,1,0,2,0,0,0,0,0,18,0,18,0,2,0,1,0,1,0,1,0,0,0,0,0,1,0
213,1,27,0,128,0,"Type_1",0,0,21,21,40,0,19,0,5,0,17,0,18,0,5,0,13,0,1.48148148148148,0,1.48148148148148,0,0.185185185185185,0,0.62962962962963,0,0.666666666666667,0,0.185185185185185,0,0.481481481481481,0,14,0,6,0,1,0,1,0,1,0,1,0,0,0,13,0,0.68,0,19,0,19,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
214,2,20,0,104,0,"Type_1",0,0,2.33,7,42.6666666666667,8,20.6666666666667,5,5,0,18.3333333333333,4,19,3,5,0,14,3,2.13333333333333,0.4,2.13333333333333,0.4,0.25,0,0.916666666666667,0.2,0.95,0.15,0.25,0,0.7,0.15,14.3333333333333,1,6,0,1.33333333333333,1,1.33333333333333,1,1.33333333333333,1,1,0,0.333333333333333,1,13.6666666666667,2,0.66,0.0600000000000001,21,6,21,6,0,0,1,0,1,0,1,0,0,0,0,0,1,0
217,1,41,0,223,0,"Type_1",0,0,27,27,71,16,51.5,5,13.5,3,35,2,30.5,1,8,0,22.5,1,1.73170731707317,0.390243902439024,1.73170731707317,0.390243902439024,0.329268292682927,0.0731707317073171,0.853658536585366,0.0487804878048781,0.74390243902439,0.024390243902439,0.329268292682927,0.0731707317073171,0.548780487804878,0.024390243902439,13.5,3,12.5,5,7,0,7,0,7,0,1,0,1,0,12.5,13,0.235,0.23,8,0,7,0,1,0,2,0,2,0,2,0,0,0,0,0,2,0
218,1,17,2,127,0,"Type_1",0,0,187,187,130,0,88,0,29,0,61,0,69,0,31,0,38,0,7.67361111111111,0.902777777777778,7.67361111111111,0.902777777777778,1.71180555555556,0.201388888888889,3.60069444444444,0.423611111111111,4.07291666666667,0.479166666666667,1.71180555555556,0.201388888888889,2.24305555555556,0.263888888888889,19,0,5,0,21,0,21,0,29,0,19,0,5,0,39,0,0.44,0,2,0,2,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
219,3,10,2,107,0,"Type_1",0,0,21.33,128,95,70,71,34,25,8,49,24,59,20,29,4,30,16,9.24242424242424,5.15151515151515,9.24242424242424,5.15151515151515,2.48484848484848,0.303030303030303,4.82828282828283,1.43434343434344,5.85858585858586,0.828282828282828,2.48484848484848,0.303030303030303,2.94949494949495,1.01010101010101,16.5,5,4.5,1,18,6,18,6,24,10,10,18,4.5,1,22.5,33,0.275,0.33,27.5,51,27.5,51,0,0,1,0,1,0,1,0,0,0,1,0,0,0
226,1,10.5,1,100,0,"Type_1",0,0,49,49,57.5,43,38.5,23,13,12,29,18,32.5,17,13.5,11,19,6,5.58636363636364,4.62727272727273,5.58636363636364,4.62727272727273,1.26818181818182,1.26363636363636,2.80909090909091,1.98181818181818,3.14090909090909,1.91818181818182,1.26818181818182,1.26363636363636,1.82727272727273,0.745454545454546,19,6,10,0,7,4,7,4,8,4,1,0,2,2,14,20,0.315,0.33,33.5,63,22.5,43,11,20,1,0,1,0,1,0,0,0,0,0,1,0
